0	0	0
10	0.0143089	0.00715445
20	0.0286178	0.0178861
30	0.0429267	0.0304064
40	0.0572356	0.043821
50	0.0715444	0.0576827
60	0.0858532	0.071768
70	0.100162	0.085965
80	0.114471	0.100218
90	0.128779	0.114499
100	0.143088	0.128793
110	0.157396	0.143095
120	0.171705	0.1574
130	0.186013	0.171706
140	0.200321	0.186014
150	0.214629	0.200321
160	0.228937	0.214629
170	0.243245	0.228937
180	0.257552	0.243245
190	0.27186	0.257552
200	0.286167	0.27186
210	0.300474	0.286167
220	0.314781	0.300474
230	0.329088	0.314781
240	0.343394	0.329087
250	0.3577	0.343394
260	0.372006	0.3577
270	0.386312	0.372006
280	0.400617	0.386312
290	0.414922	0.400617
300	0.429227	0.414922
310	0.443532	0.429227
320	0.457836	0.443532
330	0.47214	0.457836
340	0.486444	0.47214
350	0.500747	0.486443
360	0.51505	0.500747
370	0.529353	0.51505
380	0.543655	0.529352
390	0.557956	0.543654
400	0.572258	0.557956
410	0.586559	0.572257
420	0.600859	0.586558
430	0.615159	0.600859
440	0.629459	0.615159
450	0.643758	0.629459
460	0.658057	0.643758
470	0.672355	0.658057
480	0.686653	0.672355
490	0.70095	0.686652
500	0.715247	0.70095
510	0.729543	0.715246
520	0.743838	0.729542
530	0.758133	0.743838
540	0.772427	0.758133
550	0.786721	0.772427
560	0.801014	0.78672
570	0.815307	0.801014
580	0.829598	0.815306
590	0.843889	0.829598
600	0.85818	0.843889
610	0.872469	0.858179
620	0.886758	0.872469
630	0.901046	0.886757
640	0.915334	0.901045
650	0.92962	0.915333
660	0.943906	0.929619
670	0.958191	0.943905
680	0.972475	0.95819
690	0.986758	0.972474
700	1.00104	0.986757
710	1.01532	1.00104
720	1.0296	1.01532
730	1.04388	1.0296
740	1.05816	1.04388
750	1.07244	1.05816
760	1.08671	1.07244
770	1.10099	1.08671
780	1.11526	1.10099
790	1.12954	1.11526
800	1.14381	1.12953
810	1.15808	1.14381
820	1.17235	1.15808
830	1.18662	1.17235
840	1.20088	1.18661
850	1.21515	1.20088
860	1.22941	1.21515
870	1.24367	1.22941
880	1.25794	1.24367
890	1.2722	1.25794
900	1.28645	1.27219
910	1.30071	1.28645
920	1.31497	1.30071
930	1.32922	1.31497
940	1.34347	1.32922
950	1.35772	1.34347
960	1.37197	1.35772
970	1.38622	1.37197
980	1.40046	1.38622
990	1.41471	1.40046
1000	1.42895	1.41471
1010	1.44319	1.42895
1020	1.45743	1.44319
1030	1.47166	1.45742
1040	1.48589	1.47166
1050	1.50013	1.48589
1060	1.51435	1.50012
1070	1.52858	1.51435
1080	1.5428	1.52858
1090	1.55703	1.5428
1100	1.57124	1.55702
1110	1.58546	1.57124
1120	1.59967	1.58546
1130	1.61389	1.59967
1140	1.62809	1.61388
1150	1.6423	1.62809
1160	1.6565	1.6423
1170	1.6707	1.6565
1180	1.6849	1.6707
1190	1.69909	1.68489
1200	1.71328	1.69909
1210	1.72746	1.71327
1220	1.74165	1.72746
1230	1.75582	1.74164
1240	1.77	1.75582
1250	1.78417	1.77
1260	1.79834	1.78417
1270	1.8125	1.79833
1280	1.82666	1.81249
1290	1.84081	1.82665
1300	1.85496	1.84081
1310	1.8691	1.85496
1320	1.88324	1.8691
1330	1.89738	1.88324
1340	1.91151	1.89737
1350	1.92563	1.9115
1360	1.93975	1.92562
1370	1.95386	1.93974
1380	1.96796	1.95385
1390	1.98206	1.96796
1400	1.99616	1.98206
1410	2.01024	1.99615
1420	2.02432	2.01023
1430	2.03839	2.02431
1440	2.05245	2.03838
1450	2.06651	2.05245
1460	2.08056	2.0665
1470	2.0946	2.08055
1480	2.10863	2.09459
1490	2.12265	2.10862
1500	2.13666	2.12264
1510	2.15066	2.13665
1520	2.16465	2.15065
1530	2.17863	2.16464
1540	2.19259	2.17862
1550	2.20655	2.19258
1560	2.22049	2.20654
1570	2.23442	2.22048
1580	2.24834	2.23441
1590	2.26224	2.24832
1600	2.27612	2.26222
1610	2.28999	2.27611
1620	2.30385	2.28998
1630	2.31768	2.30383
1640	2.3315	2.31766
1650	2.3453	2.33148
1660	2.35907	2.34528
1670	2.37283	2.35905
1680	2.38656	2.37281
1690	2.40027	2.38654
1700	2.41395	2.40024
1710	2.42761	2.41393
1720	2.44123	2.42758
1730	2.45483	2.44121
1740	2.46839	2.4548
1750	2.48192	2.46836
1760	2.49542	2.48189
1770	2.50887	2.49538
1780	2.52228	2.50883
1790	2.53565	2.52224
1800	2.54897	2.5356
1810	2.56224	2.54892
1820	2.57545	2.56219
1830	2.58861	2.5754
1840	2.6017	2.58855
1850	2.61472	2.60163
1860	2.62766	2.61465
1870	2.64053	2.62759
1880	2.65331	2.64045
1890	2.66599	2.65322
1900	2.67857	2.66589
1910	2.69103	2.67846
1920	2.70337	2.69092
1930	2.71557	2.70324
1940	2.72762	2.71543
1950	2.7395	2.72746
1960	2.75119	2.73933
1970	2.76267	2.751
1980	2.77392	2.76246
1990	2.7849	2.77368
2000	2.79559	2.78464
2010	2.80594	2.79529
2020	2.8159	2.80559
2030	2.82542	2.81551
2040	2.83443	2.82497
2050	2.84284	2.83391
2060	2.85056	2.84223
2070	2.85745	2.84984
2080	2.86335	2.8566
2090	2.86807	2.86234
2100	2.87134	2.86684
2110	2.87283	2.86983
2120	2.87207	2.87095
2130	2.86844	2.8697
2140	2.8611	2.8654
2150	2.84881	2.8571
2160	2.82976	2.84343
2170	2.80119	2.82231
2180	2.75869	2.7905
2190	2.69491	2.7427
2200	2.59682	2.66976
2210	2.44009	2.55493
2220	2.17753	2.36623
2230	1.72638	2.0463
2240	1.05805	1.55218
2250	0.698408	1.12529
2260	1.02784	1.07656
2270	1.34548	1.21102
