"t(s)"	"xR(m)"	"yR(m)"	"vR(m/s)"	"N° WP"	"dist WP (m)"	"xCentreCercle(m)"	"yCentreCercle(m)"	"directionWP(rad)"	"xRobot/WP(m)"	"yRobot/WP(m)"	"Rayon(m)"	"capRobot(rad)"	"capCercleIdeal(rad)"	"ecartAngulaire_rad(rad)"	"consV_MDroit(rad/s)"	"consV_MGauche(rad/s)"	"vConsCGrad/s"	"distCurvWP(m)"	"distDecel(m)"
18550	3,10087	0,00566068	0,238292	3	0,101031	3	0,901586	4,71239	0,00566068	-0,100872	0,901586	01/04/6077	4,60027	0,00742473	140,512	189,248	164,88	0,101084	0,101556
18560	3,09855	0,00541652	0,233646	3	0,0986969	3	0,899202	4,71239	0,00541652	-0,0985482	0,899202	01/04/1961	4,60257	0,00742599	140,525	189,235	164,88	0,0987466	0,098241
18570	3,09625	0,00518008	0,231323	3	0,0963864	3	0,896737	4,71239	0,00518008	-0,0962471	0,896737	4,61228	4,60485	0,00742677	137,465	185,095	161,28	0,0964328	0,098241
18580	3,09398	0,00495255	0,227661	3	0,0941123	3	0,894199	4,71239	0,00495255	-0,0939819	0,894199	4,61452	4,60709	0,00742754	134,405	180,955	157,68	0,0941558	0,094976
18590	3,09176	0,00473432	0,223331	3	0,0918813	3	0,891593	4,71239	0,00473432	-0,0917593	0,891593	4,61672	4,60929	0,00742854	134,415	180,945	157,68	0,091922	0,091761
18600	3,08956	0,00452306	0,221165	3	0,0896719	3	0,888895	4,71239	0,00452306	-0,0895577	0,888895	01/04/6189	4,61147	0,00742921	131,353	176,807	154,08	0,0897099	0,091761
18610	3,08739	0,00431993	0,217583	3	0,0874981	3	0,886117	4,71239	0,00431993	-0,0873914	0,886117	4,62104	4,61361	0,00743002	128,292	172,668	150,48	0,0875337	0,088596
18620	3,08527	0,00412535	0,213291	3	0,0853671	3	0,883264	4,71239	0,00412535	-0,0852674	0,883264	4,62313	01/04/6157	0,00743116	125,234	168,526	146,88	0,0854004	0,085481
18630	3,08319	0,00393937	0,208646	3	0,0832824	3	0,88034	4,71239	0,00393937	-0,0831892	0,88034	4,62518	4,61775	0,00743259	125,248	168,512	146,88	0,0833135	0,082416
18640	3,08113	0,00375967	0,206323	3	0,0812209	3	0,877315	4,71239	0,00375967	-0,0811338	0,877315	4,62721	4,61978	0,00743357	122,187	164,373	143,28	0,0812499	0,082416
18650	3,07911	0,00358726	0,202661	3	0,0791959	3	0,874204	4,71239	0,00358726	-0,0791146	0,874204	01/04/6292	4,62177	0,00743453	119,126	160,234	139,68	0,079223	0,079401
18660	3,07714	0,00342246	0,198331	3	0,077214	3	0,871012	4,71239	0,00342246	-0,0771381	0,871012	4,63115	4,62371	0,00743573	119,137	160,223	139,68	0,0772393	0,076436
18670	3,07518	0,00326326	0,196165	3	0,0752537	3	0,867708	4,71239	0,00326326	-0,0751829	0,867708	4,63307	4,62563	0,00743656	116,074	156,086	136,08	0,0752773	0,076436
18680	3,07326	0,00311067	0,192583	3	0,0733292	3	0,86431	4,71239	0,00311067	-0,0732632	0,86431	4,63496	4,62752	0,00743753	113,012	151,948	132,48	0,0733512	0,073521
18690	3,07139	0,00296503	0,188291	3	0,0714474	3	0,860825	4,71239	0,00296503	-0,0713859	0,860825	4,63681	4,62937	0,00743883	113,023	151,937	132,48	0,071468	0,070656
18700	3,06953	0,00282446	0,186146	3	0,0695871	3	0,857218	4,71239	0,00282446	-0,0695297	0,857218	4,63863	4,63119	0,00743982	109,96	147,8	128,88	0,0696062	0,070656
18710	3,06771	0,00268992	0,182573	3	0,0677624	3	0,853509	4,71239	0,00268992	-0,067709	0,853509	4,64042	4,63298	0,00744094	106,898	143,662	125,28	0,0677802	0,067841
18720	3,06593	0,00256171	0,178286	3	0,0659805	3	0,84971	4,71239	0,00256171	-0,0659307	0,84971	4,64216	4,63472	0,00744238	106,91	143,65	125,28	0,0659971	0,065076
18730	3,06417	0,00243811	0,176143	3	0,0642199	3	0,845777	4,71239	0,00243811	-0,0641736	0,845777	4,64388	4,63644	0,00744347	103,846	139,514	121,68	0,0642354	0,065076
18740	3,06245	0,00231998	0,172572	3	0,0624951	3	0,841736	4,71239	0,00231998	-0,062452	0,841736	4,64557	4,63813	0,00744468	103,856	139,504	121,68	0,0625094	0,062361
18750	3,06075	0,00220595	0,170786	3	0,060788	3	0,837546	4,71239	0,00220595	-0,0607479	0,837546	4,64724	4,63979	0,00744553	100,79	135,37	118,08	0,0608013	0,062361
18760	3,05908	0,00209698	0,167393	3	0,0591148	3	0,833236	4,71239	0,00209698	-0,0590776	0,833236	4,64887	4,64143	0,0074466	97,7253	131,235	114,48	0,0591272	0,059696
18770	3,05745	0,00199339	0,163196	3	0,0574835	3	0,828825	4,71239	0,00199339	-0,0574489	0,828825	4,65047	4,64302	0,00744813	97,7368	131,223	114,48	0,057495	0,057081
18780	3,05584	0,0018937	0,161098	3	0,0558731	3	0,824258	4,71239	0,0018937	-0,055841	0,824258	4,65204	4,64459	0,0074494	94,6726	127,087	110,88	0,0558838	0,057081
18790	3,05427	0,00179868	0,157549	3	0,0542982	3	0,81957	4,71239	0,00179868	-0,0542684	0,81957	4,65358	4,64612	0,00745085	91,609	122,951	107,28	0,0543081	0,054516
18800	3,05274	0,00170859	0,153275	3	0,0527659	3	0,81478	4,71239	0,00170859	-0,0527383	0,81478	4,65507	4,64762	0,00745264	91,6216	122,938	107,28	0,0527752	0,052001
18810	3,05123	0,001622	0,151137	3	0,051255	3	0,809826	4,71239	0,001622	-0,0512294	0,809826	4,65654	4,64909	0,00745408	88,5568	118,803	103,68	0,0512636	0,052001
18820	3,04976	0,00153963	0,147569	3	0,0497798	3	0,804747	4,71239	0,00153963	-0,049756	0,804747	4,65798	4,65052	0,00745563	88,5674	118,793	103,68	0,0497877	0,049536
18830	-517486	0,00146035	0,145784	3	0,0483224	3	0,799485	4,71239	0,00146035	-0,0483003	0,799485	4,65939	4,65194	0,00745679	85,4998	114,66	100,08	0,0483297	0,049536
18840	3,04688	0,00138492	0,142392	3	0,0468988	3	0,794088	4,71239	0,00138492	-0,0468784	0,794088	4,66078	4,65332	0,00745817	82,4329	110,527	96,48	0,0469057	0,047121
18850	-527713	0,00131363	0,138196	3	0,0455172	3	0,788584	4,71239	0,00131363	-0,0454983	0,788584	4,66212	4,65466	0,00746	82,4446	110,515	96,48	0,0455235	0,044756
18860	3,04414	0,00124525	0,136098	3	0,0441566	3	0,782899	4,71239	0,00124525	-0,044139	0,782899	4,66344	4,65598	0,0074616	79,378	106,382	92,88	0,0441624	0,044756
18870	3,04282	0,00118039	0,132549	3	0,0428314	3	0,777083	4,71239	0,00118039	-0,0428151	0,777083	4,66473	4,65726	0,00746339	79,3889	106,371	92,88	0,0428368	0,042441
18880	3,04151	0,00111809	0,130775	3	0,0415239	3	0,771064	4,71239	0,00111809	-0,0415088	0,771064	4,66599	4,65853	0,00746484	76,3203	102,24	89,28	0,0415289	0,042441
18890	3,04024	0,00105901	0,127387	3	0,0402503	3	0,764907	4,71239	0,00105901	-0,0402363	0,764907	4,66723	4,65976	0,00746651	76,3301	102,23	89,28	0,0402549	0,040176
18900	3,03898	0,00100226	0,125694	3	0,0389936	3	0,758533	4,71239	0,00100226	-0,0389807	0,758533	4,66844	4,66098	0,0074679	73,2601	98,0999	85,68	0,0389979	0,040176
18910	3,03776	0,000948515	0,122347	3	0,0377703	3	0,752015	4,71239	0,000948515	-0,0377584	0,752015	4,66963	4,66216	0,00746959	70,191	93,969	82,08	0,0377743	0,037961
18920	3,03658	0,000897998	0,118173	3	0,0365888	3	0,745401	4,71239	0,000897998	-0,0365777	0,745401	4,67077	01/04/6633	0,00747182	70,203	93,957	82,08	0,0365924	0,035796
18930	3,03542	0,000849698	0,116087	3	0,0354281	3	0,738585	4,71239	0,000849698	-0,0354179	0,738585	4,67189	4,66442	0,00747384	67,1343	89,8257	78,48	0,0354315	0,035796
18940	3,03429	0,000804132	0,112543	3	0,0343028	3	0,731647	4,71239	0,000804132	-0,0342934	0,731647	4,67298	01/04/6655	0,00747609	67,1459	89,8141	78,48	0,0343059	0,033681
18950	3,03319	0,000760486	0,110772	3	0,0331952	3	0,724486	4,71239	0,000760486	-0,0331865	0,724486	4,67404	4,66657	0,007478	64,0751	85,6849	74,88	0,0331981	0,033681
18960	3,03211	0,000719319	0,107386	3	0,0321215	3	0,7172	4,71239	0,000719319	-0,0321134	0,7172	4,67508	01/04/6676	0,00748014	64,0856	85,6744	74,88	0,0321242	0,031616
18970	3,03106	0,000679893	0,105693	3	0,0310647	3	0,709682	4,71239	0,000679893	-0,0310572	0,709682	4,67609	4,66861	0,00748197	61,0131	81,5469	71,28	0,0310672	0,031616
18980	3,03003	0,000642755	0,102346	3	0,0300413	3	0,702042	4,71239	0,000642755	-0,0300345	0,702042	4,67708	4,66959	0,0074841	61,0231	81,5369	71,28	0,0300436	0,029601
18990	3,02903	0,000607214	0,100673	3	0,0290347	3	0,694165	4,71239	0,000607214	-0,0290284	0,694165	4,67805	4,67056	0,007486	57,9495	77,4105	67,68	0,0290368	0,029601
19000	3,02806	0,000573792	0,0973366	3	0,0280614	3	0,686176	4,71239	0,000573792	-0,0280556	0,686176	4,67898	4,67149	0,00748825	57,9595	77,4005	67,68	0,0280634	0,027636
19010	-594919	0,000541835	0,0956683	3	0,0271048	3	0,677948	4,71239	0,000541835	-0,0270994	0,677948	01/04/6799	4,67241	0,00749029	54,8851	73,2749	64,08	0,0271066	0,027636
19020	3,02618	0,000511838	0,0923342	3	0,0261816	3	0,66962	4,71239	0,000511838	-0,0261766	0,66962	4,68078	4,67329	0,00749271	54,8952	73,2648	64,08	0,0261832	0,025721
19030	3,02527	0,000483184	0,0906671	3	0,025275	3	0,661056	4,71239	0,000483184	-0,0252703	0,661056	4,68165	4,67415	0,00749493	51,82	69,14	60,48	0,0252765	0,025721
19040	-604780	0,00045634	0,0873335	3	0,0244017	3	0,65241	4,71239	0,00045634	-0,0243974	0,65241	4,68248	4,67498	0,00749753	51,8302	69,1298	60,48	0,0244031	0,023856
19050	3,02354	0,000430724	0,0856668	3	0,0235451	3	0,643534	4,71239	0,000430724	-0,0235411	0,643534	01/04/6833	01/04/6758	0,00749994	48,7541	65,0059	56,88	0,0235464	0,023856
19060	3,02272	0,000406777	0,0823334	3	0,0227218	3	0,634598	4,71239	0,000406777	-0,0227181	0,634598	4,68408	4,67658	0,00750273	48,7644	64,9956	56,88	0,022723	0,022041
19070	3,02191	0,000383948	0,0806667	3	0,0219152	3	0,625442	4,71239	0,000383948	-0,0219118	0,625442	4,68485	4,67735	0,00750532	45,6871	60,8729	53,28	0,0219163	0,022041
19080	3,02114	0,000362656	0,0773333	3	0,0211419	3	0,616257	4,71239	0,000362656	-0,0211388	0,616257	4,68559	4,67808	0,0075083	45,6974	60,8626	53,28	0,0211429	0,020276
19090	3,02038	0,00034238	0,0756667	3	0,0203852	3	0,606867	4,71239	0,00034238	-0,0203824	0,606867	4,68631	01/04/6788	0,0075111	45,7072	60,8528	53,28	0,0203862	0,020276
19100	3,01963	0,000322864	0,0748333	3	0,0196369	3	0,59717	4,71239	0,000322864	-0,0196343	0,59717	4,68702	01/04/6795	0,00751345	42,6265	56,7335	49,68	0,0196378	0,020276
19110	3,01892	0,00030462	0,0719167	3	0,0189178	3	0,587426	4,71239	0,00030462	-0,0189154	0,587426	01/04/6877	4,68018	0,00751615	42,6352	56,7248	49,68	0,0189186	0,018561
19120	3,01821	0,000287226	0,0704583	3	0,0182132	3	0,577459	4,71239	0,000287226	-0,018211	0,577459	4,68837	4,68085	0,00751872	39,5534	52,6066	46,08	0,018214	0,018561
19130	3,01754	0,000271077	0,0672292	3	0,017541	3	0,567525	4,71239	0,000271077	-0,0175389	0,567525	01/04/689	4,68148	0,0075218	39,5627	52,5973	46,08	0,0175417	0,016896
19140	3,01688	0,000255733	0,0656146	3	0,0168849	3	0,557414	4,71239	0,000255733	-0,0168829	0,557414	4,68962	01/04/6821	0,00752481	36,4802	48,4798	42,48	0,0168855	0,016896
19150	3,01626	0,000241548	0,0623073	3	0,0162618	3	0,547399	4,71239	0,000241548	-0,01626	0,547399	4,69021	4,68268	0,00752832	36,4899	48,4701	42,48	0,0162624	0,015281
19160	3,01565	0,000228096	0,0606536	3	0,0156553	3	0,537247	4,71239	0,000228096	-0,0156536	0,537247	4,69078	4,68325	0,00753176	36,4994	48,4606	42,48	0,0156558	0,015281
19170	3,01506	0,000215169	0,0598268	3	0,015057	3	0,526828	4,71239	0,000215169	-0,0150555	0,526828	4,69134	4,68381	0,00753485	33,414	44,346	38,88	0,0150575	0,015281
19180	3,01449	0,000203192	0,0569134	3	0,0144879	3	0,516506	4,71239	0,000203192	-0,0144865	0,516506	4,69188	4,68434	0,00753833	33,4228	44,3372	38,88	0,0144884	0,013716
19190	3,01393	0,000191817	0,0554567	3	0,0139334	3	0,506051	4,71239	0,000191817	-0,013932	0,506051	01/04/6924	4,68485	0,00754173	33,4314	44,3286	38,88	0,0139338	0,013716
19200	3,01338	0,000180876	0,0547284	3	0,0133861	3	0,495332	4,71239	0,000180876	-0,0133849	0,495332	4,69291	4,68536	0,00754482	30,343	40,217	35,28	0,0133865	0,013716
19210	3,01287	0,000170773	0,0518642	3	0,0128674	3	0,484769	4,71239	0,000170773	-0,0128663	0,484769	4,69339	4,68584	0,00754837	30,3511	40,2089	35,28	0,0128678	0,012201
19220	3,01236	0,000161194	0,0504321	3	0,0123631	3	0,47411	4,71239	0,000161194	-0,0123621	0,47411	4,69386	4,68631	0,00755191	30,3593	40,2007	35,28	0,0123635	0,012201
19230	3,01187	0,000151984	0,049716	3	0,011866	3	0,463211	4,71239	0,000151984	-0,011865	0,463211	4,69433	4,68677	0,00755521	27,2682	36,0918	31,68	0,0118663	0,012201
19240	-652263	0,000143521	0,046858	3	0,0113974	3	0,45255	4,71239	0,000143521	-0,0113965	0,45255	4,69476	01/04/6872	0,00755903	27,276	36,084	31,68	0,0113977	0,010736
19250	3,01094	0,000135514	0,045429	3	0,0109431	3	0,441844	4,71239	0,000135514	-0,0109423	0,441844	4,69518	4,68762	0,00756287	27,2839	36,0761	31,68	0,0109434	0,010736
19260	-655550	0,000127821	0,0447145	3	0,010496	3	0,430936	4,71239	0,000127821	-0,0104952	0,430936	01/04/6956	4,68803	0,00756653	24,1901	31,9699	28/08/2006	0,0104962	0,010736
19270	3,01008	0,000120794	0,0418573	3	0,0100774	3	0,420363	4,71239	0,000120794	-0,0100767	0,420363	4,69599	4,68842	0,00757071	24,1977	31,9623	28/08/2006	0,0100777	0,009321
19280	3,00967	0,000114162	0,0404286	4	0,00967314														
19290	3,00947	0,000110922	0,0202143																
19300	3,00937	0,000109321	0,0101072																
19310	3,00932	0,000108525	0,00505358																
19320	3,00929	0,000108128	0,00252679																
19330	3,00928	0,00010793	0,00126339																
19340	3,00927	0,000107831	0,000631697																
19350	3,00927	0,000107782	0,000315849																
19360	3,00927	0,000107757	0,000157924																
19370	3,00927	0,000107745	0,0000789622																
19380	3,00927	0,000107739	0,0000394811																
19390	3,00927	0,000107736	0,0000197405																
19400	3,00927	0,000107734	0,00000987027																
19410	3,00927	0,000107733	0,00000493514																
19420	3,00927	0,000107733	0,00000246757																
19430	3,00927	0,000107733	0,00000123378																
19440	3,00927	0,000107733	0,000000616892																
19450	3,00927	0,000107733	0,000000308446																
19460	3,00927	0,000107733	0,000000154223																
19470	3,00927	0,000107733	0,0000000771115																
19480	3,00927	0,000107733	0,0000000385557																
19490	3,00927	0,000107733	0,0000000192779																
19500	3,00927	0,000107733	0,00000000963894																
19510	3,00927	0,000107733	0,00000000481947																
19520	3,00927	0,000107733	0,00000000240973																
19530	3,00927	0,000107733	0,00000000120487																
19540	3,00927	0,000107733	0,000000000602433																
19550	3,00927	0,000107733	0,000000000301217																
19560	3,00927	0,000107733	0,000000000150608																
19570	3,00927	0,000107733	0,0000000000753042																
19580	3,00927	0,000107733	0,0000000000376521																
19590	3,00927	0,000107733	0,000000000018826																
19600	3,00927	0,000107733	0,00000000000941302																
19610	3,00927	0,000107733	0,00000000000470651																
19620	3,00927	0,000107733	0,00000000000235326																
19630	3,00927	0,000107733	0,00000000000117663																
19640	3,00927	0,000107733	0,000000000000588314																
19650	3,00927	0,000107733	0,000000000000294157																
19660	3,00927	0,000107733	0,000000000000147078																
19670	3,00927	0,000107733	0,0000000000000735392																
19680	3,00927	0,000107733	0,0000000000000367696																
19690	3,00927	0,000107733	0,0000000000000183848																
19700	3,00927	0,000107733	9,19241E-015																
19710	3,00927	0,000107733	4,5962E-015																
19720	3,00927	0,000107733	2,2981E-015																
19730	3,00927	0,000107733	1,14905E-015																
19740	3,00927	0,000107733	5,74525E-016																
19750	3,00927	0,000107733	2,87263E-016																
19760	3,00927	0,000107733	1,43631E-016																
19770	3,00927	0,000107733	7,18157E-017																
19780	3,00927	0,000107733	3,59078E-017																
19790	3,00927	0,000107733	1,79539E-017																
19800	3,00927	0,000107733	8,97696E-018																
19810	3,00927	0,000107733	4,48848E-018																
19820	3,00927	0,000107733	2,24424E-018																
19830	3,00927	0,000107733	1,12212E-018																
19840	3,00927	0,000107733	5,6106E-019																
19850	3,00927	0,000107733	2,8053E-019																
19860	3,00927	0,000107733	1,40265E-019																
19870	3,00927	0,000107733	7,01325E-020																
19880	3,00927	0,000107733	3,50662E-020																
19890	3,00927	0,000107733	1,75331E-020																
19900	3,00927	0,000107733	8,76656E-021																
19910	3,00927	0,000107733	4,38328E-021																
19920	3,00927	0,000107733	2,19164E-021																
19930	3,00927	0,000107733	1,09582E-021																
19940	3,00927	0,000107733	5,4791E-022																
19950	3,00927	0,000107733	2,73955E-022																
19960	3,00927	0,000107733	1,36978E-022																
19970	3,00927	0,000107733	6,84888E-023																
19980	3,00927	0,000107733	3,42444E-023																
19990	3,00927	0,000107733	1,71222E-023																
20000	3,00927	0,000107733	8,56109E-024																
20010	3,00927	0,000107733	4,28055E-024																
20020	3,00927	0,000107733	2,14027E-024																
20030	3,00927	0,000107733	1,07014E-024																
20040	3,00927	0,000107733	5,35068E-025																
20050	3,00927	0,000107733	2,67534E-025																
20060	3,00927	0,000107733	1,33767E-025																
20070	3,00927	0,000107733	6,68836E-026																
20080	3,00927	0,000107733	3,34418E-026																
20090	3,00927	0,000107733	1,67209E-026																
20100	3,00927	0,000107733	8,36044E-027																
20110	3,00927	0,000107733	4,18022E-027																
20120	3,00927	0,000107733	2,09011E-027																
20130	3,00927	0,000107733	1,04506E-027																
20140	3,00927	0,000107733	5,22528E-028																
20150	3,00927	0,000107733	2,61264E-028																
20160	3,00927	0,000107733	1,30632E-028																
20170	3,00927	0,000107733	6,5316E-029																
20180	3,00927	0,000107733	3,2658E-029																
20190	3,00927	0,000107733	1,6329E-029																
20200	3,00927	0,000107733	8,1645E-030																
20210	3,00927	0,000107733	4,08225E-030																
20220	3,00927	0,000107733	2,04112E-030																
20230	3,00927	0,000107733	1,02056E-030																
20240	3,00927	0,000107733	5,10281E-031																
20250	3,00927	0,000107733	2,55141E-031																
20260	3,00927	0,000107733	1,2757E-031																
20270	3,00927	0,000107733	6,37851E-032																
20280	3,00927	0,000107733	3,18926E-032																
20290	3,00927	0,000107733	1,59463E-032																
20300	3,00927	0,000107733	7,97314E-033																
20310	3,00927	0,000107733	3,98657E-033																
20320	3,00927	0,000107733	1,99329E-033																
20330	3,00927	0,000107733	9,96643E-034																
20340	3,00927	0,000107733	4,98321E-034																
20350	3,00927	0,000107733	2,49161E-034																
20360	3,00927	0,000107733	1,2458E-034																
20370	3,00927	0,000107733	6,22902E-035																
20380	3,00927	0,000107733	3,11451E-035																
20390	3,00927	0,000107733	1,55725E-035																
20400	3,00927	0,000107733	7,78627E-036																
20410	3,00927	0,000107733	3,89314E-036																
20420	3,00927	0,000107733	1,94657E-036																
20430	3,00927	0,000107733	9,73284E-037																
20440	3,00927	0,000107733	4,86642E-037																
20450	3,00927	0,000107733	2,43321E-037																
20460	3,00927	0,000107733	1,2166E-037																
20470	3,00927	0,000107733	6,08302E-038																
20480	3,00927	0,000107733	3,04151E-038																
20490	3,00927	0,000107733	1,52076E-038																
20500	3,00927	0,000107733	7,60378E-039																
20510	3,00927	0,000107733	3,80189E-039																
20520	3,00927	0,000107733	1,90094E-039																
20530	3,00927	0,000107733	9,50472E-040																
20540	3,00927	0,000107733	4,75236E-040																
20550	3,00927	0,000107733	2,37618E-040																
20560	3,00927	0,000107733	1,18809E-040																
20570	3,00927	0,000107733	5,94045E-041																
20580	3,00927	0,000107733	2,97023E-041																
20590	3,00927	0,000107733	1,48511E-041																
20600	3,00927	0,000107733	7,42557E-042																
20610	3,00927	0,000107733	3,71278E-042																
20620	3,00927	0,000107733	1,85639E-042																
20630	3,00927	0,000107733	9,28196E-043																
20640	3,00927	0,000107733	4,64098E-043																
20650	3,00927	0,000107733	2,32049E-043																
20660	3,00927	0,000107733	1,16024E-043																
20670	3,00927	0,000107733	5,80122E-044																
20680	3,00927	0,000107733	2,90061E-044																
20690	3,00927	0,000107733	1,45031E-044																
20700	3,00927	0,000107733	7,25153E-045																
20710	3,00927	0,000107733	3,62576E-045																
20720	3,00927	0,000107733	1,81288E-045																
20730	3,00927	0,000107733	9,06441E-046																
20740	3,00927	0,000107733	4,53221E-046																
20750	3,00927	0,000107733	2,2661E-046																
20760	3,00927	0,000107733	1,13305E-046																
20770	3,00927	0,000107733	5,66526E-047																
20780	3,00927	0,000107733	2,83263E-047																
20790	3,00927	0,000107733	1,41631E-047																
20800	3,00927	0,000107733	7,08157E-048																
20810	3,00927	0,000107733	3,54079E-048																
20820	3,00927	0,000107733	1,77039E-048																
20830	3,00927	0,000107733	8,85196E-049																
20840	3,00927	0,000107733	4,42598E-049																
20850	3,00927	0,000107733	2,21299E-049																
20860	3,00927	0,000107733	1,1065E-049																
20870	3,00927	0,000107733	5,53248E-050																
20880	3,00927	0,000107733	2,76624E-050																
20890	3,00927	0,000107733	1,38312E-050																
20900	3,00927	0,000107733	6,9156E-051																
20910	3,00927	0,000107733	3,4578E-051																
20920	3,00927	0,000107733	1,7289E-051																
20930	3,00927	0,000107733	8,6445E-052																
20940	3,00927	0,000107733	4,32225E-052																
20950	3,00927	0,000107733	2,16112E-052																
20960	3,00927	0,000107733	1,08056E-052																
20970	3,00927	0,000107733	5,40281E-053																
20980	3,00927	0,000107733	2,70141E-053																
20990	3,00927	0,000107733	1,3507E-053																
21000	3,00927	0,000107733	6,75351E-054																
21010	3,00927	0,000107733	3,37676E-054																
21020	3,00927	0,000107733	1,68838E-054																
21030	3,00927	0,000107733	8,44189E-055																
21040	3,00927	0,000107733	4,22095E-055																
21050	3,00927	0,000107733	2,11047E-055																
21060	3,00927	0,000107733	1,05524E-055																
21070	3,00927	0,000107733	5,27618E-056																
21080	3,00927	0,000107733	2,63809E-056																
21090	3,00927	0,000107733	1,31905E-056																
21100	3,00927	0,000107733	6,59523E-057																
21110	3,00927	0,000107733	3,29761E-057																
21120	3,00927	0,000107733	1,64881E-057																
21130	3,00927	0,000107733	8,24403E-058																
21140	3,00927	0,000107733	4,12202E-058																
21150	3,00927	0,000107733	2,06101E-058																
21160	3,00927	0,000107733	1,0305E-058																
21170	3,00927	0,000107733	5,15252E-059																
21180	3,00927	0,000107733	2,57626E-059																
21190	3,00927	0,000107733	1,28813E-059																
21200	3,00927	0,000107733	6,44065E-060																
21210	3,00927	0,000107733	3,22033E-060																
21220	3,00927	0,000107733	1,61016E-060																
21230	3,00927	0,000107733	8,05081E-061																
21240	3,00927	0,000107733	4,02541E-061																
21250	3,00927	0,000107733	2,0127E-061																
21260	3,00927	0,000107733	1,00635E-061																
21270	3,00927	0,000107733	5,03176E-062																
21280	3,00927	0,000107733	2,51588E-062																
21290	3,00927	0,000107733	1,25794E-062																
21300	3,00927	0,000107733	6,2897E-063																
21310	3,00927	0,000107733	3,14485E-063																
21320	3,00927	0,000107733	1,57242E-063																
21330	3,00927	0,000107733	7,86212E-064																
21340	3,00927	0,000107733	3,93106E-064																
21350	3,00927	0,000107733	1,96553E-064																
21360	3,00927	0,000107733	9,82765E-065																
21370	3,00927	0,000107733	4,91383E-065																
21380	3,00927	0,000107733	2,45691E-065																
21390	3,00927	0,000107733	1,22846E-065																
21400	3,00927	0,000107733	6,14228E-066																
21410	3,00927	0,000107733	3,07114E-066																
21420	3,00927	0,000107733	1,53557E-066																
21430	3,00927	0,000107733	7,67786E-067																
21440	3,00927	0,000107733	3,83893E-067																
21450	3,00927	0,000107733	1,91946E-067																
21460	3,00927	0,000107733	9,59732E-068																
21470	3,00927	0,000107733	4,79866E-068																
21480	3,00927	0,000107733	2,39933E-068																
21490	3,00927	0,000107733	1,19966E-068																
21500	3,00927	0,000107733	5,99832E-069																
21510	3,00927	0,000107733	2,99916E-069																
21520	3,00927	0,000107733	1,49958E-069																
21530	3,00927	0,000107733	7,49791E-070																
21540	3,00927	0,000107733	3,74895E-070																
21550	3,00927	0,000107733	1,87448E-070																
21560	3,00927	0,000107733	9,37238E-071																
21570	3,00927	0,000107733	4,68619E-071																
21580	3,00927	0,000107733	2,3431E-071																
21590	3,00927	0,000107733	1,17155E-071																
21600	3,00927	0,000107733	5,85774E-072																
21610	3,00927	0,000107733	2,92887E-072																
21620	3,00927	0,000107733	1,46443E-072																
21630	3,00927	0,000107733	7,32217E-073																
21640	3,00927	0,000107733	3,66109E-073																
21650	3,00927	0,000107733	1,83054E-073																
21660	3,00927	0,000107733	9,15272E-074																
21670	3,00927	0,000107733	4,57636E-074																
21680	3,00927	0,000107733	2,28818E-074																
21690	3,00927	0,000107733	1,14409E-074																
21700	3,00927	0,000107733	5,72045E-075																
21710	3,00927	0,000107733	2,86022E-075																
21720	3,00927	0,000107733	1,43011E-075																
21730	3,00927	0,000107733	7,15056E-076																
21740	3,00927	0,000107733	3,57528E-076																
21750	3,00927	0,000107733	1,78764E-076																
21760	3,00927	0,000107733	8,9382E-077																
21770	3,00927	0,000107733	4,4691E-077																
21780	3,00927	0,000107733	2,23455E-077																
21790	3,00927	0,000107733	1,11727E-077																
21800	3,00927	0,000107733	5,58637E-078																
21810	3,00927	0,000107733	2,79319E-078																
21820	3,00927	0,000107733	1,39659E-078																
21830	3,00927	0,000107733	6,98297E-079																
21840	3,00927	0,000107733	3,49148E-079																
21850	3,00927	0,000107733	1,74574E-079																
21860	3,00927	0,000107733	8,72871E-080																
21870	3,00927	0,000107733	4,36436E-080																
21880	3,00927	0,000107733	2,18218E-080																
21890	3,00927	0,000107733	1,09109E-080																
21900	3,00927	0,000107733	5,45544E-081																
21910	3,00927	0,000107733	2,72772E-081																
21920	3,00927	0,000107733	1,36386E-081																
21930	3,00927	0,000107733	6,81931E-082																
21940	3,00927	0,000107733	3,40965E-082																
21950	3,00927	0,000107733	1,70483E-082																
21960	3,00927	0,000107733	8,52413E-083																
21970	3,00927	0,000107733	4,26207E-083																
21980	3,00927	0,000107733	2,13103E-083																
21990	3,00927	0,000107733	1,06552E-083																
22000	3,00927	0,000107733	5,32758E-084																
22010	3,00927	0,000107733	2,66379E-084																
22020	3,00927	0,000107733	1,3319E-084																
22030	3,00927	0,000107733	6,65948E-085																
22040	3,00927	0,000107733	3,32974E-085																
22050	3,00927	0,000107733	1,66487E-085																
22060	3,00927	0,000107733	8,32435E-086																
22070	3,00927	0,000107733	4,16217E-086																
22080	3,00927	0,000107733	2,08109E-086																
22090	3,00927	0,000107733	1,04054E-086																
22100	3,00927	0,000107733	5,20272E-087																
22110	3,00927	0,000107733	2,60136E-087																
22120	3,00927	0,000107733	1,30068E-087																
22130	3,00927	0,000107733	6,5034E-088																
22140	3,00927	0,000107733	3,2517E-088																
22150	3,00927	0,000107733	1,62585E-088																
22160	3,00927	0,000107733	8,12925E-089																
