"t(s)"	"xR(m)"	"yR(m)"	"vR(m/s)"	"N° WP"	"dist WP (m)"	"xCentreCercle(m)"	"yCentreCercle(m)"	"directionWP(rad)"	"xRobot/WP(m)"	"yRobot/WP(m)"	"Rayon(m)"	"capRobot(rad)"	"capCercleIdeal(rad)"	"ecartAngulaire_rad(rad)"	"consV_MDroit(rad/s)"	"consV_MGauche(rad/s)"	"vConsCGrad/s"	"distCurvWP(m)"	"distDecel(m)"
3630	0,531895	0,245106	0,299	0	0,88825	0,157254	1	0	-0,468105	-0,754894	-0,842746	1,10313	1,11013	0,00699981	253,273	177,287	215,28	0	0
3640	0,534564	0,246454	0,299	0	0,885699	0,157283	1	0	-0,465436	-0,753546	-0,842717	1,09961	1,10661	0,00699981	253,273	177,287	215,28	0	0
3650	0,537228	0,247811	0,299	0	0,883145	0,157311	1	0	-0,462772	-0,752189	-0,842689	1,09609	1,10309	0,00699981	253,273	177,287	215,28	0	0
3660	0,539887	0,249178	0,299	0	0,880589	0,15734	1	0	-0,460113	-0,750822	-0,84266	1,09257	1,09957	0,00699981	253,273	177,287	215,28	0	0
3670	0,542542	0,250554	0,299	0	0,87803	0,157368	1	0	-0,457458	-0,749446	-0,842632	1,08906	1,09606	0,00699981	253,273	177,287	215,28	0	0
3680	0,545192	0,251939	0,299	0	0,875469	0,157397	1	0	-0,454808	-0,748061	-0,842603	1,08554	1,09254	0,00699981	253,273	177,287	215,28	0	0
3690	0,547836	0,253334	0,299	0	0,872904	0,157426	1	0	-0,452164	-0,746666	-0,842574	1,08202	1,08902	0,00699981	253,273	177,287	215,28	0	0
3700	0,550476	0,254738	0,299	0	0,870337	0,157456	1	0	-0,449524	-0,745262	-0,842544	01/01/785	01/01/855	0,00699981	253,273	177,287	215,28	0	0
3710	0,553111	0,256151	0,299	0	0,867768	0,157485	1	0	-0,446889	-0,743849	-0,842515	1,07498	1,08198	0,00699981	253,273	177,287	215,28	0	0
3720	0,555741	0,257574	0,299	0	0,865195	0,157515	1	0	-0,444259	-0,742426	-0,842485	1,07147	1,07847	0,00699981	253,273	177,287	215,28	0	0
3730	0,558366	0,259005	0,299	0	0,86262	0,157545	1	0	-0,441634	-0,740995	-0,842455	1,06795	1,07495	0,00699981	253,273	177,287	215,28	0	0
3740	0,560986	0,260446	0,299	0	0,860042	0,157575	1	0	-0,439014	-0,739554	-0,842425	1,06443	1,07143	0,00699981	253,273	177,287	215,28	0	0
3750	0,563601	0,261896	0,299	0	0,857462	0,157605	1	0	-0,436399	-0,738104	-0,842395	1,06091	1,06791	0,00699981	253,273	177,287	215,28	0	0
3760	0,566211	0,263356	0,299	0	0,854879	0,157635	1	0	-0,433789	-0,736644	-0,842365	1,05739	1,06439	0,00699981	253,273	177,287	215,28	0	0
3770	0,568815	0,264824	0,299	0	0,852293	0,157666	1	0	-0,431185	-0,735176	-0,842334	1,05388	1,06088	0,00699981	253,273	177,287	215,28	0	0
3780	0,571414	0,266302	0,299	0	0,849705	0,157696	1	0	-0,428586	-0,733698	-0,842304	1,05036	1,05736	0,00699981	253,273	177,287	215,28	0	0
3790	0,574009	0,267789	0,299	0	0,847114	0,157727	1	0	-0,425991	-0,732211	-0,842273	1,04684	1,05384	0,00699981	253,273	177,287	215,28	0	0
3800	0,576597	0,269285	0,299	0	0,84452	0,157758	1	0	-0,423403	-0,730715	-0,842242	1,04332	1,05032	0,00699981	253,273	177,287	215,28	0	0
3810	0,579181	0,27079	0,299	0	0,841924	0,15779	1	0	-0,420819	-0,72921	-0,84221	1,03981	1,04681	0,00699981	253,273	177,287	215,28	0	0
3820	0,581759	0,272304	0,299	0	0,839325	0,157821	1	0	-0,418241	-0,727696	-0,842179	1,03629	1,04329	0,00699981	253,273	177,287	215,28	0	0
3830	0,584332	0,273827	0,299	0	0,836724	0,157853	1	0	-0,415668	-0,726173	-0,842147	1,03277	1,03977	0,00699981	253,273	177,287	215,28	0	0
3840	0,5869	0,275359	0,299	0	0,83412	0,157885	1	0	-0,4131	-0,724641	-0,842115	1,02925	1,03625	0,00699981	253,273	177,287	215,28	0	0
3850	0,589462	0,2769	0,299	0	0,831513	0,157917	1	0	-0,410538	-0,7231	-0,842083	1,02573	1,03273	0,00699981	253,273	177,287	215,28	0	0
3860	0,592019	0,278451	0,299	0	0,828904	0,157949	1	0	-0,407981	-0,721549	-0,842051	1,02222	1,02922	0,00699981	253,273	177,287	215,28	0	0
3870	0,59457	0,28001	0,299	0	0,826293	0,157981	1	0	-0,40543	-0,71999	-0,842019	01/01/187	01/01/257	0,00699981	253,273	177,287	215,28	0	0
3880	0,597116	0,281578	0,299	0	0,823678	0,158014	1	0	-0,402884	-0,718422	-0,841986	1,01518	1,02218	0,00699981	253,273	177,287	215,28	0	0
3890	0,599656	0,283155	0,299	0	0,821061	0,158047	1	0	-0,400344	-0,716845	-0,841953	1,01166	1,01866	0,00699981	253,273	177,287	215,28	0	0
3900	0,602191	0,284741	0,299	0	0,818442	0,15808	1	0	-0,397809	-0,715259	-0,84192	1,00814	1,01514	0,00699981	253,273	177,287	215,28	0	0
3910	0,60472	0,286336	0,299	0	0,81582	0,158113	1	0	-0,39528	-0,713664	-0,841887	1,00463	1,01163	0,00699981	253,273	177,287	215,28	0	0
3920	0,607243	0,28794	0,299	0	0,813196	0,158147	1	0	-0,392757	-0,71206	-0,841853	1,00111	1,00811	0,00699981	253,273	177,287	215,28	0	0
3930	0,609761	0,289553	0,299	0	0,810569	0,15818	1	0	-0,390239	-0,710447	-0,84182	0,997591	1,00459	0,00699981	253,273	177,287	215,28	0	0
3940	0,612273	0,291174	0,299	0	0,807939	0,158214	1	0	-0,387727	-0,708826	-0,841786	0,994073	1,00107	0,00699981	253,273	177,287	215,28	0	0
3950	0,614779	0,292805	0,299	0	0,805307	0,158248	1	0	-0,385221	-0,707195	-0,841752	0,990555	0,997555	0,00699981	253,273	177,287	215,28	0	0
3960	0,61728	0,294444	0,299	0	0,802673	0,158283	1	0	-0,38272	-0,705556	-0,841717	0,987037	0,994037	0,00699981	253,273	177,287	215,28	0	0
3970	0,619775	0,296092	0,299	0	0,800036	0,158317	1	0	-0,380225	-0,703908	-0,841683	0,983519	0,990519	0,00699981	253,273	177,287	215,28	0	0
3980	0,622264	0,297749	0,299	0	0,797397	0,158352	1	0	-0,377736	-0,702251	-0,841648	0,980001	0,987001	0,00699981	253,273	177,287	215,28	0	0
3990	0,624747	0,299414	0,299	0	0,794755	0,158387	1	0	-0,375253	-0,700586	-0,841613	0,976483	0,983483	0,00699981	253,273	177,287	215,28	0	0
4000	0,627224	0,301088	0,299	0	0,792111	0,158422	1	0	-0,372776	-0,698912	-0,841578	0,972965	0,979965	0,00699981	253,273	177,287	215,28	0	0
4010	0,629696	0,302771	0,299	0	0,789464	0,158458	1	0	-0,370304	-0,697229	-0,841542	0,969447	0,976447	0,00699981	253,273	177,287	215,28	0	0
4020	0,632161	0,304463	0,299	0	0,786815	0,158494	1	0	-0,367839	-0,695537	-0,841506	0,96593	0,972929	0,00699981	253,273	177,287	215,28	0	0
4030	0,634621	0,306163	0,299	0	0,784163	0,15853	1	0	-0,365379	-0,693837	-0,84147	0,962412	0,969411	0,00699981	253,273	177,287	215,28	0	0
4040	0,637074	0,307872	0,299	0	0,781509	0,158566	1	0	-0,362926	-0,692128	-0,841434	0,958894	0,965894	0,00699981	253,273	177,287	215,28	0	0
4050	0,639522	0,30959	0,299	0	0,778852	0,158602	1	0	-0,360478	-0,69041	-0,841398	0,955376	0,962376	0,00699981	253,273	177,287	215,28	0	0
4060	0,641963	0,311316	0,299	0	0,776194	0,158639	1	0	-0,358037	-0,688684	-0,841361	0,951858	0,958858	0,00699981	253,273	177,287	215,28	0	0
4070	0,644399	0,31305	0,299	0	0,773532	0,158676	1	0	-0,355601	-0,68695	-0,841324	0,94834	0,95534	0,00699981	253,273	177,287	215,28	0	0
4080	0,646828	0,314794	0,299	0	0,770869	0,158713	1	0	-0,353172	-0,685206	-0,841287	0,944822	0,951822	0,00699981	253,273	177,287	215,28	0	0
4090	0,649251	0,316545	0,299	0	0,768202	0,158751	1	0	-0,350749	-0,683455	-0,841249	0,941304	0,948304	0,00699981	253,273	177,287	215,28	0	0
4100	0,651668	0,318306	0,299	0	0,765534	0,158788	1	0	-0,348332	-0,681694	-0,841212	0,937786	0,944786	0,00699981	253,273	177,287	215,28	0	0
4110	0,654078	0,320075	0,299	0	0,762863	0,158826	1	0	-0,345922	-0,679925	-0,841174	0,934268	0,941268	0,00699981	253,273	177,287	215,28	0	0
4120	0,656483	0,321852	0,299	0	0,76019	0,158864	1	0	-0,343517	-0,678148	-0,841136	0,930751	0,93775	0,00699981	253,273	177,287	215,28	0	0
4130	0,658881	0,323638	0,299	0	0,757514	0,158903	1	0	-0,341119	-0,676362	-0,841097	0,927233	0,934233	0,00699981	253,273	177,287	215,28	0	0
4140	0,661273	0,325432	0,299	0	0,754837	0,158942	1	0	-0,338727	-0,674568	-0,841058	0,923715	0,930715	0,00699981	253,273	177,287	215,28	0	0
4150	0,663659	0,327234	0,299	0	0,752156	0,158981	1	0	-0,336341	-0,672766	-0,841019	0,920197	0,927197	0,00699981	253,273	177,287	215,28	0	0
4160	0,666038	0,329045	0,299	0	0,749474	0,15902	1	0	-0,333962	-0,670955	-0,84098	0,916679	0,923679	0,00699981	253,273	177,287	215,28	0	0
4170	0,668411	0,330865	0,299	0	0,746789	0,15906	1	0	-0,331589	-0,669135	-0,84094	0,913161	0,920161	0,00699981	253,273	177,287	215,28	0	0
4180	0,670777	0,332692	0,299	0	0,744102	0,1591	1	0	-0,329223	-0,667308	-0,8409	0,909643	0,916643	0,00699981	253,273	177,287	215,28	0	0
4190	0,673137	0,334528	0,299	0	0,741412	0,15914	1	0	-0,326863	-0,665472	-0,84086	0,906125	0,913125	0,00699981	253,273	177,287	215,28	0	0
4200	0,67549	0,336372	0,299	0	0,738721	0,15918	1	0	-0,32451	-0,663628	-0,84082	0,902607	0,909607	0,00699981	253,273	177,287	215,28	0	0
4210	0,677837	0,338225	0,299	0	0,736027	0,159221	1	0	-0,322163	-0,661775	-0,840779	0,89909	0,906089	0,00699981	253,273	177,287	215,28	0	0
4220	0,680178	0,340086	0,299	0	0,73333	0,159262	1	0	-0,319822	-0,659914	-0,840738	0,895572	0,902571	0,00699981	253,273	177,287	215,28	0	0
4230	0,682512	0,341955	0,299	0	0,730632	0,159303	1	0	-0,317488	-0,658045	-0,840697	0,892054	0,899054	0,00699981	253,273	177,287	215,28	0	0
4240	0,684839	0,343832	0,299	0	0,727931	0,159345	1	0	-0,315161	-0,656168	-0,840655	0,888536	0,895536	0,00699981	253,273	177,287	215,28	0	0
4250	0,68716	0,345717	0,299	0	0,725228	0,159387	1	0	-0,31284	-0,654283	-0,840613	0,885018	0,892018	0,00699981	253,273	177,287	215,28	0	0
4260	0,689474	0,347611	0,299	0	0,722522	0,159429	1	0	-0,310526	-0,652389	-0,840571	0,8815	0,8885	0,00699981	253,273	177,287	215,28	0	0
4270	0,691781	0,349512	0,299	0	0,719815	0,159472	1	0	-0,308219	-0,650488	-0,840528	0,877982	0,884982	0,00699981	253,273	177,287	215,28	0	0
4280	0,694082	0,351422	0,299	0	0,717105	0,159515	1	0	-0,305918	-0,648578	-0,840485	0,874464	0,881464	0,00699981	253,273	177,287	215,28	0	0
4290	0,696376	0,35334	0,299	0	0,714393	0,159558	1	0	-0,303624	-0,64666	-0,840442	0,870946	0,877946	0,00699981	253,273	177,287	215,28	0	0
4300	0,698663	0,355266	0,299	0	0,711679	0,159601	1	0	-0,301337	-0,644734	-0,840399	0,867429	0,874428	0,00699981	253,273	177,287	215,28	0	0
4310	0,700943	0,357199	0,299	0	0,708962	0,159645	1	0	-0,299057	-0,642801	-0,840355	0,863911	0,87091	0,00699981	253,273	177,287	215,28	0	0
4320	0,703217	0,359141	0,299	0	0,706244	0,159689	1	0	-0,296783	-0,640859	-0,840311	0,860393	0,867393	0,00699981	253,273	177,287	215,28	0	0
4330	0,705484	0,361091	0,299	0	0,703523	0,159734	1	0	-0,294516	-0,638909	-0,840266	0,856875	0,863875	0,00699981	253,273	177,287	215,28	0	0
4340	0,707743	0,363049	0,299	0	0,7008	0,159779	1	0	-0,292257	-0,636951	-0,840221	0,853357	0,860357	0,00699981	253,273	177,287	215,28	0	0
4350	0,709996	0,365015	0,299	0	0,698075	0,159824	1	0	-0,290004	-0,634985	-0,840176	0,849839	0,856839	0,00699981	253,273	177,287	215,28	0	0
4360	0,712242	0,366989	0,299	0	0,695347	0,15987	1	0	-0,287758	-0,633011	-0,84013	0,846321	0,853321	0,00699981	253,273	177,287	215,28	0	0
4370	0,714481	0,36897	0,299	0	0,692618	0,159916	1	0	-0,285519	-0,63103	-0,840084	0,842803	0,849803	0,00699981	253,273	177,287	215,28	0	0
4380	0,716714	0,37096	0,299	0	0,689886	0,159962	1	0	-0,283286	-0,62904	-0,840038	0,839285	0,846285	0,00699981	253,273	177,287	215,28	0	0
4390	0,718939	0,372957	0,299	0	0,687152	0,160009	1	0	-0,281061	-0,627043	-0,839991	0,835767	0,842767	0,00699981	253,273	177,287	215,28	0	0
4400	0,721157	0,374962	0,299	0	0,684417	0,160056	1	0	-0,278843	-0,625038	-0,839944	0,83225	0,839249	0,00699981	253,273	177,287	215,28	0	0
4410	0,723368	0,376975	0,299	0	0,681679	0,160103	1	0	-0,276632	-0,623025	-0,839897	0,828732	0,835731	0,00699981	253,273	177,287	215,28	0	0
4420	0,725571	0,378996	0,299	0	0,678938	0,160151	1	0	-0,274429	-0,621004	-0,839849	0,825214	0,832214	0,00699981	253,273	177,287	215,28	0	0
4430	0,727768	0,381024	0,299	0	0,676196	0,160199	1	0	-0,272232	-0,618976	-0,839801	0,821696	0,828696	0,00699981	253,273	177,287	215,28	0	0
4440	0,729958	0,38306	0,299	0	0,673452	0,160247	1	0	-0,270042	-0,61694	-0,839753	0,818178	0,825178	0,00699981	253,273	177,287	215,28	0	0
4450	0,73214	0,385104	0,299	0	0,670706	0,160296	1	0	-0,26786	-0,614896	-0,839704	0,81466	0,82166	0,00699981	253,273	177,287	215,28	0	0
4460	0,734315	0,387156	0,299	0	0,667957	0,160346	1	0	-0,265685	-0,612844	-0,839654	0,811142	0,818142	0,00699981	253,273	177,287	215,28	0	0
4470	0,736483	0,389215	0,299	0	0,665207	0,160395	1	0	-0,263517	-0,610785	-0,839605	0,807624	0,814624	0,00699981	253,273	177,287	215,28	0	0
4480	0,738644	0,391281	0,299	0	0,662454	0,160446	1	0	-0,261356	-0,608719	-0,839554	0,804106	0,811106	0,00699981	253,273	177,287	215,28	0	0
4490	0,740797	0,393356	0,299	0	0,659699	0,160496	1	0	-0,259203	-0,606644	-0,839504	0,800589	0,807588	0,00699981	253,273	177,287	215,28	0	0
4500	0,742944	0,395438	0,299	0	0,656943	0,160547	1	0	-0,257056	-0,604562	-0,839453	0,797071	0,80407	0,00699981	253,273	177,287	215,28	0	0
4510	0,745082	0,397527	0,299	0	0,654184	0,160598	1	0	-0,254918	-0,602473	-0,839402	0,793553	0,800553	0,00699981	253,273	177,287	215,28	0	0
4520	0,747214	0,399624	0,299	0	0,651423	0,16065	1	0	-0,252786	-0,600376	-0,83935	0,790035	0,797035	0,00699981	253,273	177,287	215,28	0	0
4530	0,749338	0,401728	0,299	0	0,64866	0,160702	1	0	-0,250662	-0,598272	-0,839298	0,786517	0,793517	0,00699981	253,273	177,287	215,28	0	0
4540	0,751454	0,40384	0,299	0	0,645896	0,160755	1	0	-0,248546	-0,59616	-0,839245	0,782999	0,789999	0,00699981	253,273	177,287	215,28	0	0
4550	0,753564	0,40596	0,299	0	0,643129	0,160808	1	0	-0,246436	-0,59404	-0,839192	0,779481	0,786481	0,00699981	253,273	177,287	215,28	0	0
4560	0,755665	0,408086	0,299	0	0,64036	0,160862	1	0	-0,244335	-0,591914	-0,839138	0,775963	0,782963	0,00699981	253,273	177,287	215,28	0	0
4570	0,757759	0,41022	0,299	0	0,637589	0,160916	1	0	-0,242241	-0,58978	-0,839084	0,772445	0,779445	0,00699981	253,273	177,287	215,28	0	0
4580	0,759846	0,412362	0,299	0	0,634817	0,16097	1	0	-0,240154	-0,587638	-0,83903	0,768927	0,775927	0,00699981	253,273	177,287	215,28	0	0
4590	0,761925	0,414511	0,299	0	0,632042	0,161025	1	0	-0,238075	-0,585489	-0,838975	0,76541	0,772409	0,00699981	253,273	177,287	215,28	0	0
4600	0,763997	0,416667	0,299	0	0,629266	0,161081	1	0	-0,236003	-0,583333	-0,838919	0,761892	0,768892	0,00699981	253,273	177,287	215,28	0	0
4610	0,766061	0,41883	0,299	0	0,626487	0,161137	1	0	-0,233939	-0,58117	-0,838863	0,758374	0,765374	0,00699981	253,273	177,287	215,28	0	0
4620	0,768117	0,421001	0,299	0	0,623706	0,161193	1	0	-0,231883	-0,578999	-0,838807	0,754856	0,761856	0,00699981	253,273	177,287	215,28	0	0
4630	0,770166	0,423179	0,299	0	0,620924	0,16125	1	0	-0,229834	-0,576821	-0,83875	0,751338	0,758338	0,00699981	253,273	177,287	215,28	0	0
4640	0,772207	0,425364	0,299	0	0,61814	0,161308	1	0	-0,227793	-0,574636	-0,838692	0,74782	0,75482	0,00699981	253,273	177,287	215,28	0	0
4650	0,77424	0,427556	0,299	0	0,615353	0,161366	1	0	-0,22576	-0,572444	-0,838634	0,744302	0,751302	0,00699981	253,273	177,287	215,28	0	0
4660	0,776266	0,429755	0,299	0	0,612565	0,161424	1	0	-0,223734	-0,570245	-0,838576	0,740784	0,747784	0,00699981	253,273	177,287	215,28	0	0
4670	0,778284	0,431962	0,299	0	0,609775	0,161483	1	0	-0,221716	-0,568038	-0,838517	0,737266	0,744266	0,00699981	253,273	177,287	215,28	0	0
4680	0,780294	0,434175	0,299	0	0,606983	0,161543	1	0	-0,219706	-0,565825	-0,838457	0,733749	0,740748	0,00699981	253,273	177,287	215,28	0	0
4690	0,782296	0,436396	0,299	0	0,604189	0,161603	1	0	-0,217704	-0,563604	-0,838397	0,730231	0,73723	0,00699981	253,273	177,287	215,28	0	0
4700	0,78429	0,438623	0,299	0	0,601394	0,161663	1	0	-0,21571	-0,561377	-0,838337	0,726713	0,733713	0,00699981	253,273	177,287	215,28	0	0
4710	0,786277	0,440858	0,299	0	0,598596	0,161724	1	0	-0,213723	-0,559142	-0,838276	0,723195	0,730195	0,00699981	253,273	177,287	215,28	0	0
4720	0,788256	0,443099	0,299	0	0,595797	0,161786	1	0	-0,211744	-0,556901	-0,838214	0,719677	0,726677	0,00699981	253,273	177,287	215,28	0	0
4730	0,790227	0,445348	0,299	0	0,592995	0,161849	1	0	-0,209773	-0,554652	-0,838151	0,716159	0,723159	0,00699981	253,273	177,287	215,28	0	0
4740	0,79219	0,447603	0,299	0	0,590192	0,161911	1	0	-0,20781	-0,552397	-0,838089	0,712641	0,719641	0,00699981	253,273	177,287	215,28	0	0
4750	0,794145	0,449866	0,299	0	0,587387	0,161975	1	0	-0,205855	-0,550134	-0,838025	0,709123	0,716123	0,00699981	253,273	177,287	215,28	0	0
4760	0,796092	0,452135	0,299	0	0,584581	0,162039	1	0	-0,203908	-0,547865	-0,837961	0,705605	0,712605	0,00699981	253,273	177,287	215,28	0	0
4770	0,798031	0,454411	0,299	0	0,581772	0,162104	1	0	-0,201969	-0,545589	-0,837896	0,702088	0,709087	0,00699981	253,273	177,287	215,28	0	0
4780	0,799962	0,456694	0,299	0	0,578962	0,162169	1	0	-0,200038	-0,543306	-0,837831	0,69857	0,705569	0,00699981	253,273	177,287	215,28	0	0
4790	0,801884	0,458984	0,299	0	0,57615	0,162235	1	0	-0,198116	-0,541016	-0,837765	0,695052	0,702052	0,00699981	253,273	177,287	215,28	0	0
4800	0,803799	0,46128	0,299	0	0,573336	0,162302	1	0	-0,196201	-0,53872	-0,837698	0,691534	0,698534	0,00699981	253,273	177,287	215,28	0	0
4810	0,805706	0,463583	0,299	0	0,57052	0,162369	1	0	-0,194294	-0,536417	-0,837631	0,688016	0,695016	0,00699981	253,273	177,287	215,28	0	0
4820	0,807605	0,465893	0,299	0	0,567703	0,162437	1	0	-0,192395	-0,534107	-0,837563	0,684498	0,691498	0,00699981	253,273	177,287	215,28	0	0
4830	0,809495	0,468209	0,299	0	0,564883	0,162505	1	0	-0,190505	-0,531791	-0,837495	0,68098	0,68798	0,00699981	253,273	177,287	215,28	0	0
4840	0,811378	0,470532	0,299	0	0,562063	0,162574	1	0	-0,188622	-0,529468	-0,837426	0,677462	0,684462	0,00699981	253,273	177,287	215,28	0	0
4850	0,813252	0,472862	0,299	0	0,55924	0,162644	1	0	-0,186748	-0,527138	-0,837356	0,673944	0,680944	0,00699981	253,273	177,287	215,28	0	0
4860	0,815118	0,475198	0,299	0	0,556415	0,162715	1	0	-0,184882	-0,524802	-0,837285	0,670426	0,677426	0,00699981	253,273	177,287	215,28	0	0
4870	0,816976	0,477541	0,299	0	0,553589	0,162786	1	0	-0,183024	-0,522459	-0,837214	0,666909	0,673908	0,00699981	253,273	177,287	215,28	0	0
4880	0,818825	0,479891	0,299	0	0,550761	0,162858	1	0	-0,181175	-0,520109	-0,837142	0,663391	0,67039	0,00699981	253,273	177,287	215,28	0	0
4890	0,820666	0,482246	0,299	0	0,547932	0,162931	1	0	-0,179334	-0,517754	-0,837069	0,659873	0,666873	0,00699981	253,273	177,287	215,28	0	0
4900	0,822499	0,484609	0,299	0	0,545101	0,163005	1	0	-0,177501	-0,515391	-0,836995	0,656355	0,663355	0,00699981	253,273	177,287	215,28	0	0
4910	0,824324	0,486978	0,299	0	0,542268	0,163079	1	0	-0,175676	-0,513022	-0,836921	0,652837	0,659837	0,00699981	253,273	177,287	215,28	0	0
4920	0,82614	0,489353	0,299	0	0,539433	0,163154	1	0	-0,17386	-0,510647	-0,836846	0,649319	0,656319	0,00699981	253,273	177,287	215,28	0	0
4930	0,827948	0,491734	0,299	0	0,536597	0,16323	1	0	-0,172052	-0,508266	-0,83677	0,645801	0,652801	0,00699981	253,273	177,287	215,28	0	0
4940	0,829747	0,494122	0,299	0	0,533759	0,163306	1	0	-0,170253	-0,505878	-0,836694	0,642283	0,649283	0,00699981	253,273	177,287	215,28	0	0
4950	0,831539	0,496516	0,299	0	0,530919	0,163384	1	0	-0,168461	-0,503484	-0,836616	0,638765	0,645765	0,00699981	253,273	177,287	215,28	0	0
4960	0,833321	0,498917	0,299	0	0,528078	0,163462	1	0	-0,166679	-0,501083	-0,836538	0,635248	0,642247	0,00699981	253,273	177,287	215,28	0	0
4970	0,835095	0,501323	0,299	0	0,525235	0,163541	1	0	-0,164905	-0,498677	-0,836459	0,63173	0,638729	0,00699981	253,273	177,287	215,28	0	0
4980	0,836861	0,503736	0,299	0	0,522391	0,163621	1	0	-0,163139	-0,496264	-0,836379	0,628212	0,635212	0,00699981	253,273	177,287	215,28	0	0
4990	0,838618	0,506156	0,299	0	0,519544	0,163702	1	0	-0,161382	-0,493844	-0,836298	0,624694	0,631694	0,00699981	253,273	177,287	215,28	0	0
5000	0,840367	0,508581	0,299	0	0,516697	0,163783	1	0	-0,159633	-0,491419	-0,836217	0,621176	0,628176	0,00699981	253,273	177,287	215,28	0	0
5010	0,842107	0,511012	0,299	0	0,513847	0,163866	1	0	-0,157893	-0,488988	-0,836134	0,617658	0,624658	0,00699981	253,273	177,287	215,28	0	0
5020	0,843839	0,51345	0,299	0	0,510996	0,163949	1	0	-0,156161	-0,48655	-0,836051	0,61414	0,62114	0,00699981	253,273	177,287	215,28	0	0
5030	0,845562	0,515893	0,299	0	0,508144	0,164034	1	0	-0,154438	-0,484107	-0,835966	0,610622	0,617622	0,00699981	253,273	177,287	215,28	0	0
5040	0,847276	0,518343	0,299	0	0,50529	0,164119	1	0	-0,152724	-0,481657	-0,835881	0,607104	0,614104	0,00699981	253,273	177,287	215,28	0	0
5050	0,848982	0,520799	0,299	0	0,502434	0,164205	1	0	-0,151018	-0,479201	-0,835795	0,603586	0,610586	0,00699981	253,273	177,287	215,28	0	0
5060	0,850679	0,523261	0,299	0	0,499577	0,164293	1	0	-0,149321	-0,476739	-0,835707	0,600069	0,607068	0,00699981	253,273	177,287	215,28	0	0
5070	0,852368	0,525728	0,299	0	0,496718	0,164381	1	0	-0,147632	-0,474272	-0,835619	0,596551	0,60355	0,00699981	253,273	177,287	215,28	0	0
5080	0,854047	0,528202	0,299	0	0,493858	0,16447	1	0	-0,145953	-0,471798	-0,83553	0,593033	0,600033	0,00699981	253,273	177,287	215,28	0	0
5090	0,855718	0,530681	0,299	0	0,490996	0,16456	1	0	-0,144282	-0,469319	-0,83544	0,589515	0,596515	0,00699981	253,273	177,287	215,28	0	0
5100	0,857381	0,533167	0,299	0	0,488133	0,164651	1	0	-0,142619	-0,466833	-0,835349	0,585997	0,592997	0,00699981	253,273	177,287	215,28	0	0
5110	0,859034	0,535658	0,299	0	0,485268	0,164744	1	0	-0,140966	-0,464342	-0,835256	0,582479	0,589479	0,00699981	253,273	177,287	215,28	0	0
5120	0,860679	0,538155	0,299	0	0,482402	0,164837	1	0	-0,139321	-0,461845	-0,835163	0,578961	0,585961	0,00699981	253,273	177,287	215,28	0	0
5130	0,862315	0,540657	0,299	0	0,479534	0,164932	1	0	-0,137685	-0,459343	-0,835068	0,575443	0,582443	0,00699981	253,273	177,287	215,28	0	0
5140	0,863942	0,543166	0,299	0	0,476665	0,165027	1	0	-0,136058	-0,456834	-0,834973	0,571925	0,578925	0,00699981	253,273	177,287	215,28	0	0
5150	0,86556	0,54568	0,299	0	0,473794	0,165124	1	0	-0,13444	-0,45432	-0,834876	0,568408	0,575407	0,00699981	253,273	177,287	215,28	0	0
5160	0,86717	0,5482	0,299	0	0,470922	0,165222	1	0	-0,13283	-0,4518	-0,834778	0,56489	0,571889	0,00699981	253,273	177,287	215,28	0	0
5170	0,868771	0,550725	0,299	0	0,468048	0,165321	1	0	-0,131229	-0,449275	-0,834679	0,561372	0,568372	0,00699981	253,273	177,287	215,28	0	0
5180	0,870362	0,553256	0,299	0	0,465173	0,165421	1	0	-0,129638	-0,446744	-0,834579	0,557854	0,564854	0,00699981	253,273	177,287	215,28	0	0
5190	0,871945	0,555793	0,299	0	0,462296	0,165523	1	0	-0,128055	-0,444207	-0,834477	0,554336	0,561336	0,00699981	253,273	177,287	215,28	0	0
5200	0,873519	0,558335	0,299	0	0,459418	0,165625	1	0	-0,126481	-0,441665	-0,834375	0,550818	0,557818	0,00699981	253,273	177,287	215,28	0	0
5210	0,875084	0,560883	0,299	0	0,456539	0,165729	1	0	-0,124916	-0,439117	-0,834271	0,5473	0,5543	0,00699981	253,273	177,287	215,28	0	0
5220	0,87664	0,563436	0,299	0	0,453658	0,165835	1	0	-0,12336	-0,436564	-0,834165	0,543782	0,550782	0,00699981	253,273	177,287	215,28	0	0
5230	0,878187	0,565995	0,299	0	0,450776	0,165941	1	0	-0,121813	-0,434005	-0,834059	0,540264	0,547264	0,00699981	253,273	177,287	215,28	0	0
5240	0,879725	0,568559	0,299	0	0,447892	0,166049	1	0	-0,120275	-0,431441	-0,833951	0,536746	0,543746	0,00699981	253,273	177,287	215,28	0	0
5250	0,881254	0,571129	0,299	0	0,445007	0,166159	1	0	-0,118746	-0,428871	-0,833841	0,533229	0,540228	0,00699981	253,273	177,287	215,28	0	0
5260	0,882774	0,573704	0,299	0	0,442121	0,166269	1	0	-0,117226	-0,426296	-0,833731	0,529711	0,536711	0,00699981	253,273	177,287	215,28	0	0
5270	0,884284	0,576284	0,299	0	0,439233	0,166382	1	0	-0,115716	-0,423716	-0,833618	0,526193	0,533193	0,00699981	253,273	177,287	215,28	0	0
