0	0	0
10	9.10933e-05	4.55467e-05
20	0.00018219	0.000113868
30	0.000273297	0.000193583
40	0.000364423	0.000279003
50	0.000455578	0.000367291
60	0.000546772	0.000457031
70	0.000638013	0.000547522
80	0.000729313	0.000638418
90	0.00082068	0.000729549
100	0.000912125	0.000820837
110	0.00100366	0.000912247
120	0.00109529	0.00100377
130	0.00118702	0.00109539
140	0.00127888	0.00118714
150	0.00137086	0.001279
160	0.00146297	0.00137098
170	0.00155524	0.00146311
180	0.00164766	0.00155538
190	0.00174024	0.00164781
200	0.00183301	0.00174041
210	0.00192596	0.00183319
220	0.00201911	0.00192615
230	0.00211247	0.00201931
240	0.00220605	0.00211268
250	0.00229986	0.00220627
260	0.00239391	0.00230009
270	0.00248821	0.00239415
280	0.00258277	0.00248846
290	0.0026776	0.00258303
300	0.00277272	0.00267788
310	0.00286814	0.00277301
320	0.00296386	0.00286844
330	0.00305991	0.00296417
340	0.00315628	0.00306022
350	0.00325299	0.00315661
360	0.00335006	0.00325333
370	0.0034475	0.00335042
380	0.00354531	0.00344786
390	0.00364351	0.00354569
400	0.00374212	0.00364391
410	0.00384115	0.00374253
420	0.0039406	0.00384157
430	0.0040405	0.00394103
440	0.00414085	0.00404094
450	0.00424168	0.00414131
460	0.00434298	0.00424215
470	0.00444479	0.00434347
480	0.0045471	0.00444529
490	0.00464995	0.00454762
500	0.00475333	0.00465047
510	0.00485727	0.00475387
520	0.00496178	0.00485783
530	0.00506688	0.00496235
540	0.00517258	0.00506747
550	0.0052789	0.00517318
560	0.00538586	0.00527952
570	0.00549347	0.00538649
580	0.00560174	0.00549412
590	0.00571071	0.00560241
600	0.00582038	0.00571139
610	0.00593077	0.00582108
620	0.0060419	0.00593149
630	0.00615379	0.00604264
640	0.00626647	0.00615455
650	0.00637994	0.00626725
660	0.00649423	0.00638074
670	0.00660936	0.00649505
680	0.00672536	0.0066102
690	0.00684223	0.00672622
700	0.00696001	0.00684312
710	0.00707872	0.00696092
720	0.00719838	0.00707965
730	0.00731902	0.00719933
740	0.00744065	0.00731999
750	0.00756331	0.00744165
760	0.00768702	0.00756433
770	0.0078118	0.00768807
780	0.00793768	0.00781287
790	0.0080647	0.00793879
800	0.00819287	0.00806583
810	0.00832223	0.00819403
820	0.00845281	0.00832342
830	0.00858463	0.00845402
840	0.00871773	0.00858588
850	0.00885214	0.00871901
860	0.0089879	0.00885346
870	0.00912504	0.00898925
880	0.00926359	0.00912642
890	0.00940358	0.009265
900	0.00954507	0.00940503
910	0.00968807	0.00954655
920	0.00983265	0.0096896
930	0.00997882	0.00983421
940	0.0101266	0.00998043
950	0.0102762	0.0101283
960	0.0104274	0.0102778
970	0.0105804	0.0104291
980	0.0107353	0.0105822
990	0.010892	0.0107371
1000	0.0110506	0.0108939
1010	0.0112113	0.0110526
1020	0.0113739	0.0112132
1030	0.0115386	0.0113759
1040	0.0117055	0.0115407
1050	0.0118746	0.0117077
1060	0.0120459	0.0118768
1070	0.0122196	0.0120482
1080	0.0123956	0.0122219
1090	0.0125741	0.012398
1100	0.0127552	0.0125766
1110	0.0129388	0.0127577
1120	0.0131251	0.0129414
1130	0.0133142	0.0131278
1140	0.013506	0.0133169
1150	0.0137009	0.0135089
1160	0.0138987	0.0137038
1170	0.0140995	0.0139017
1180	0.0143036	0.0141026
1190	0.014511	0.0143068
1200	0.0147217	0.0145143
1210	0.0149359	0.0147251
1220	0.0151538	0.0149394
1230	0.0153753	0.0151574
1240	0.0156007	0.015379
1250	0.01583	0.0156045
1260	0.0160633	0.0158339
1270	0.0163009	0.0160674
1280	0.0165428	0.0163051
1290	0.0167893	0.0165472
1300	0.0170403	0.0167938
1310	0.0172962	0.017045
1320	0.017557	0.017301
1330	0.017823	0.017562
1340	0.0180943	0.0178282
1350	0.0183711	0.0180996
1360	0.0186536	0.0183766
1370	0.018942	0.0186593
1380	0.0192365	0.0189479
1390	0.0195373	0.0192426
1400	0.0198448	0.0195437
1410	0.0201591	0.0198514
1420	0.0204804	0.0201659
1430	0.0208092	0.0204875
1440	0.0211456	0.0208165
1450	0.0214899	0.0211532
1460	0.0218425	0.0214979
1470	0.0222038	0.0218508
1480	0.022574	0.0222124
1490	0.0229536	0.022583
1500	0.0233429	0.0229629
1510	0.0237423	0.0233526
1520	0.0241524	0.0237525
1530	0.0245735	0.024163
1540	0.0250061	0.0245846
1550	0.0254509	0.0250177
1560	0.0259082	0.025463
1570	0.0263788	0.0259209
1580	0.0268632	0.0263921
1590	0.0273622	0.0268771
1600	0.0278763	0.0273767
1610	0.0284064	0.0278915
1620	0.0289533	0.0284224
1630	0.0295177	0.0289701
1640	0.0301008	0.0295354
1650	0.0307033	0.0301194
1660	0.0313264	0.0307229
1670	0.0319712	0.0313471
1680	0.0326389	0.031993
1690	0.0333308	0.0326619
1700	0.0340483	0.0333551
1710	0.0347928	0.034074
1720	0.0355661	0.03482
1730	0.0363698	0.0355949
1740	0.0372059	0.0364004
1750	0.0380765	0.0372384
1760	0.0389836	0.038111
1770	0.0399299	0.0390205
1780	0.0409179	0.0399692
1790	0.0419505	0.0409598
1800	0.0430308	0.0419953
1810	0.0441624	0.0430789
