t(s)	xR(m)	yR(m)	vR(m/s)	N° WP	dist WP (m)	xCentreCercle(m)	yCentreCercle(m)	directionWP(rad)	xRobot/WP(m)	yRobot/WP(m)	Rayon(m)	capRobot(rad)	capCercleIdeal(rad)	ecartAngulaire_rad(rad)	consV_MDroit(rad/s)	consV_MGauche(rad/s)	vConsCGrad/s	distCurvWP(m)	distDecel(m)
5250	0.881254	0.571129	0.299	0	0.445007	0.166159	1	0	-0.118746	-0.428871	-0.833841	0.533229	0.540228	0.00699981	253.273	177.287	215.28	0	0
5260	0.882774	0.573704	0.299	0	0.442121	0.166269	1	0	-0.117226	-0.426296	-0.833731	0.529711	0.536711	0.00699981	253.273	177.287	215.28	0	0
5270	0.884284	0.576284	0.299	0	0.439233	0.166382	1	0	-0.115716	-0.423716	-0.833618	0.526193	0.533193	0.00699981	253.273	177.287	215.28	0	0
5280	0.885786	0.578869	0.299	0	0.436344	0.166495	1	0	-0.114214	-0.421131	-0.833505	0.522675	0.529675	0.00699981	253.273	177.287	215.28	0	0
5290	0.887279	0.58146	0.299	0	0.433453	0.16661	1	0	-0.112721	-0.41854	-0.83339	0.519157	0.526157	0.00699981	253.273	177.287	215.28	0	0
5300	0.888762	0.584056	0.299	0	0.430561	0.166727	1	0	-0.111238	-0.415944	-0.833273	0.515639	0.522639	0.00699981	253.273	177.287	215.28	0	0
5310	0.890236	0.586658	0.299	0	0.427668	0.166845	1	0	-0.109764	-0.413342	-0.833155	0.512121	0.519121	0.00699981	253.273	177.287	215.28	0	0
5320	0.891702	0.589264	0.299	0	0.424774	0.166965	1	0	-0.108298	-0.410736	-0.833035	0.508603	0.515603	0.00699981	253.273	177.287	215.28	0	0
5330	0.893158	0.591875	0.299	0	0.421878	0.167086	1	0	-0.106842	-0.408125	-0.832914	0.505085	0.512085	0.00699981	253.273	177.287	215.28	0	0
5340	0.894604	0.594492	0.299	0	0.418981	0.167209	1	0	-0.105396	-0.405508	-0.832791	0.501568	0.508567	0.00699981	253.273	177.287	215.28	0	0
5350	0.896042	0.597114	0.299	0	0.416082	0.167334	1	0	-0.103958	-0.402886	-0.832666	0.49805	0.505049	0.00699981	253.273	177.287	215.28	0	0
5360	0.89747	0.599741	0.299	0	0.413183	0.16746	1	0	-0.10253	-0.400259	-0.83254	0.494532	0.501532	0.00699981	253.273	177.287	215.28	0	0
5370	0.89889	0.602372	0.299	0	0.410282	0.167588	1	0	-0.10111	-0.397628	-0.832412	0.491014	0.498014	0.00699981	253.273	177.287	215.28	0	0
5380	0.900299	0.605009	0.299	0	0.407379	0.167718	1	0	-0.0997006	-0.394991	-0.832282	0.487496	0.494496	0.00699981	253.273	177.287	215.28	0	0
5390	0.9017	0.607651	0.299	0	0.404476	0.16785	1	0	-0.0983	-0.392349	-0.83215	0.483978	0.490978	0.00699981	253.273	177.287	215.28	0	0
5400	0.903091	0.610297	0.299	0	0.401571	0.167984	1	0	-0.0969088	-0.389703	-0.832016	0.48046	0.48746	0.00699981	253.273	177.287	215.28	0	0
5410	0.904473	0.612949	0.299	0	0.398665	0.168119	1	0	-0.0955268	-0.387051	-0.831881	0.476942	0.483942	0.00699981	253.273	177.287	215.28	0	0
5420	0.905846	0.615605	0.299	0	0.395758	0.168256	1	0	-0.0941542	-0.384395	-0.831744	0.473424	0.480424	0.00699981	253.273	177.287	215.28	0	0
5430	0.907209	0.618266	0.299	0	0.39285	0.168396	1	0	-0.092791	-0.381734	-0.831604	0.469907	0.476906	0.00699981	253.273	177.287	215.28	0	0
5440	0.908563	0.620932	0.299	0	0.38994	0.168537	1	0	-0.0914371	-0.379068	-0.831463	0.466389	0.473388	0.00699981	253.273	177.287	215.28	0	0
5450	0.909907	0.623603	0.299	0	0.387029	0.168681	1	0	-0.0900926	-0.376397	-0.831319	0.462871	0.469871	0.00699981	253.273	177.287	215.28	0	0
5460	0.911242	0.626278	0.299	0	0.384117	0.168827	1	0	-0.0887575	-0.373722	-0.831173	0.459353	0.466353	0.00699981	253.273	177.287	215.28	0	0
5470	0.912568	0.628958	0.299	0	0.381204	0.168974	1	0	-0.0874319	-0.371042	-0.831026	0.455835	0.462835	0.00699981	253.273	177.287	215.28	0	0
5480	0.913884	0.631643	0.299	0	0.378289	0.169124	1	0	-0.0861156	-0.368357	-0.830876	0.452317	0.459317	0.00699981	253.273	177.287	215.28	0	0
5490	0.915191	0.634332	0.299	0	0.375374	0.169277	1	0	-0.0848088	-0.365668	-0.830723	0.448799	0.455799	0.00699981	253.273	177.287	215.28	0	0
5500	0.916488	0.637026	0.299	0	0.372457	0.169431	1	0	-0.0835115	-0.362974	-0.830569	0.445281	0.452281	0.00699981	253.273	177.287	215.28	0	0
