t(s)	xR(m)	yR(m)	vR(m/s)	N° WP	dist WP (m)	xCentreCercle(m)	yCentreCercle(m)	directionWP(rad)	xRobot/WP(m)	yRobot/WP(m)	Rayon(m)	capRobot(rad)	capCercleIdeal(rad)	ecartAngulaire_rad(rad)	consV_MDroit(rad/s)	consV_MGauche(rad/s)	vConsCGrad/s	distCurvWP(m)	distDecel(m)
1930	0.0970246	0.142862	0.191	0	1.24501	0.141699	1	0	-0.902975	-0.857138	-0.858301	1.19609	1.62287	0.426776	6.36298	271.557	138.96	0	0
1940	0.0988114	0.143565	0.192	0	1.24323	0.142454	1	0	-0.901189	-0.856435	-0.857546	1.20832	1.62171	0.413388	6.59821	272.762	139.68	0	0
1950	0.100616	0.144249	0.193	0	1.24145	0.143191	1	0	-0.899384	-0.855751	-0.856809	1.2206	1.62051	0.399909	6.85031	273.95	140.4	0	0
1960	0.102438	0.144915	0.194	0	1.23967	0.14391	1	0	-0.897562	-0.855085	-0.85609	1.23292	1.61926	0.38634	7.12116	275.119	141.12	0	0
1970	0.104278	0.145561	0.195	0	1.23789	0.14461	1	0	-0.895722	-0.854439	-0.85539	1.24528	1.61796	0.372682	7.41294	276.267	141.84	0	0
1980	0.106135	0.146188	0.196	0	1.23612	0.145291	1	0	-0.893865	-0.853812	-0.854709	1.25769	1.61662	0.358937	7.72814	277.392	142.56	0	0
1990	0.108009	0.146795	0.197	0	1.23434	0.145952	1	0	-0.891991	-0.853205	-0.854048	1.27013	1.61524	0.345106	8.0697	278.49	143.28	0	0
2000	0.1099	0.147381	0.198	0	1.23257	0.146592	1	0	-0.8901	-0.852619	-0.853408	1.28261	1.6138	0.331191	8.44102	279.559	144	0	0
2010	0.111808	0.147947	0.199	0	1.2308	0.147212	1	0	-0.888192	-0.852053	-0.852788	1.29513	1.61232	0.317194	8.84613	280.594	144.72	0	0
2020	0.113733	0.148491	0.2	0	1.22904	0.14781	1	0	-0.886267	-0.851509	-0.85219	1.30768	1.61079	0.303117	9.28982	281.59	145.44	0	0
2030	0.115674	0.149014	0.201	0	1.22728	0.148386	1	0	-0.884326	-0.850986	-0.851614	1.32025	1.60922	0.288963	9.7778	282.542	146.16	0	0
2040	0.117631	0.149515	0.202	0	1.22552	0.148939	1	0	-0.882369	-0.850485	-0.851061	1.33286	1.60759	0.274735	10.317	283.443	146.88	0	0
2050	0.119603	0.149993	0.203	0	1.22377	0.149469	1	0	-0.880397	-0.850007	-0.850531	1.34548	1.60592	0.260438	10.9156	284.284	147.6	0	0
2060	0.121592	0.150449	0.204	0	1.22202	0.149975	1	0	-0.878408	-0.849551	-0.850025	1.35812	1.60419	0.246075	11.5841	285.056	148.32	0	0
2070	0.123596	0.150882	0.205	0	1.22028	0.150457	1	0	-0.876404	-0.849118	-0.849543	1.37077	1.60242	0.231652	12.3351	285.745	149.04	0	0
2080	0.125615	0.151291	0.206	0	1.21855	0.150914	1	0	-0.874385	-0.848709	-0.849086	1.38342	1.6006	0.217175	13.1846	286.335	149.76	0	0
2090	0.127648	0.151677	0.207	0	1.21682	0.151346	1	0	-0.872352	-0.848323	-0.848654	1.39607	1.59872	0.202652	14.1527	286.807	150.48	0	0
2100	0.129697	0.152038	0.208	0	1.2151	0.151752	1	0	-0.870303	-0.847962	-0.848248	1.40871	1.5968	0.188093	15.2656	287.134	151.2	0	0
2110	0.131759	0.152376	0.209	0	1.21339	0.152131	1	0	-0.868241	-0.847624	-0.847869	1.42132	1.59483	0.173507	16.5574	287.283	151.92	0	0
2120	0.133836	0.152688	0.21	0	1.21168	0.152483	1	0	-0.866164	-0.847312	-0.847517	1.43389	1.5928	0.158911	18.0735	287.207	152.64	0	0
2130	0.135926	0.152976	0.211	0	1.20999	0.152808	1	0	-0.864074	-0.847024	-0.847192	1.44641	1.59072	0.144319	19.8757	286.844	153.36	0	0
2140	0.13803	0.153239	0.212	0	1.2083	0.153105	1	0	-0.86197	-0.846761	-0.846895	1.45884	1.5886	0.129755	22.05	286.11	154.08	0	0
2150	0.140146	0.153477	0.213	0	1.20663	0.153374	1	0	-0.859854	-0.846523	-0.846626	1.47117	1.58642	0.115247	24.7191	284.881	154.8	0	0
2160	0.142276	0.15369	0.214	0	1.20496	0.153614	1	0	-0.857724	-0.84631	-0.846386	1.48336	1.58419	0.100832	28.0641	282.976	155.52	0	0
2170	0.144418	0.153878	0.215	0	1.20331	0.153826	1	0	-0.855582	-0.846122	-0.846174	1.49536	1.58191	0.0865598	32.3613	280.119	156.24	0	0
2180	0.146571	0.154041	0.216	0	1.20166	0.154008	1	0	-0.853429	-0.845959	-0.845992	1.50709	1.57959	0.0724998	38.051	275.869	156.96	0	0
2190	0.148737	0.154179	0.217	0	1.20003	0.154161	1	0	-0.851263	-0.845821	-0.845839	1.51846	1.57721	0.0587516	45.8695	269.491	157.68	0	0
2200	0.150914	0.154293	0.218	0	1.1984	0.154286	1	0	-0.849086	-0.845707	-0.845714	1.52932	1.57478	0.0454642	57.118	259.682	158.4	0	0
2210	0.153102	0.154384	0.219	0	1.19679	0.154383	1	0	-0.846898	-0.845616	-0.845617	1.53944	1.57231	0.0328715	74.2311	244.009	159.12	0	0
2220	0.155301	0.154453	0.22	0	1.19518	0.154452	1	0	-0.844699	-0.845547	-0.845548	1.54843	1.56979	0.0213635	101.927	217.753	159.84	0	0
2230	0.157511	0.154502	0.221	0	1.19359	0.154497	1	0	-0.842489	-0.845498	-0.845503	1.5556	1.56723	0.0116268	148.482	172.638	160.56	0	0
2240	0.15973	0.154536	0.222	0	1.192	0.15452	1	0	-0.84027	-0.845464	-0.84548	1.55975	1.56463	0.00488131	216.755	105.805	161.28	0	0
2250	0.16196	0.15456	0.223	0	1.19041	0.154528	1	0	-0.83804	-0.84544	-0.845472	1.55926	1.56201	0.00274791	254.159	69.8408	162	0	0
2260	0.1642	0.154586	0.224	0	1.18882	0.154531	1	0	-0.8358	-0.845414	-0.845469	1.55474	1.55936	0.00461625	222.656	102.784	162.72	0	0
2270	0.16645	0.154622	0.225	0	1.18721	0.154539	1	0	-0.83355	-0.845378	-0.845461	1.54971	1.55671	0.00699565	192.332	134.548	163.44	0	0
2280	0.168709	0.15467	0.226	0	1.18559	0.154552	1	0	-0.831291	-0.84533	-0.845448	1.54586	1.55405	0.00819141	180.481	147.839	164.16	0	0
2290	0.170979	0.154727	0.227	0	1.18396	0.154567	1	0	-0.829021	-0.845273	-0.845433	1.54318	1.55138	0.00820756	181.112	148.648	164.88	0	0
2300	0.173258	0.15479	0.228	0	1.18232	0.154583	1	0	-0.826742	-0.84521	-0.845417	1.54108	1.54871	0.00762229	187.944	143.256	165.6	0	0
2310	0.175547	0.154858	0.229	0	1.18067	0.154598	1	0	-0.824453	-0.845142	-0.845402	1.539	1.54601	0.00701175	195.535	137.105	166.32	0	0
2320	0.177845	0.154931	0.23	0	1.17902	0.154611	1	0	-0.822155	-0.845069	-0.845389	1.53661	1.54331	0.00669991	200.049	134.031	167.04	0	0
2330	0.180154	0.15501	0.231	0	1.17735	0.154624	1	0	-0.819846	-0.84499	-0.845376	1.53389	1.54059	0.00670714	200.824	134.696	167.76	0	0
2340	0.182473	0.155095	0.232	0	1.17568	0.154637	1	0	-0.817527	-0.844905	-0.845363	1.53099	1.53786	0.00687103	199.727	137.233	168.48	0	0
2350	0.184801	0.155188	0.233	0	1.17399	0.15465	1	0	-0.815199	-0.844812	-0.84535	1.5281	1.53512	0.00702368	198.782	139.618	169.2	0	0
2360	0.187139	0.155288	0.234	0	1.1723	0.154664	1	0	-0.812861	-0.844712	-0.845336	1.52528	1.53237	0.00708795	198.877	140.963	169.92	0	0
2370	0.189486	0.155395	0.235	0	1.17059	0.154678	1	0	-0.810514	-0.844605	-0.845322	1.52253	1.52961	0.00707317	199.893	141.387	170.64	0	0
2380	0.191843	0.155509	0.236	0	1.16888	0.154692	1	0	-0.808157	-0.844491	-0.845308	1.51981	1.52683	0.00702653	201.286	141.434	171.36	0	0
2390	0.19421	0.15563	0.237	0	1.16716	0.154706	1	0	-0.80579	-0.84437	-0.845294	1.51706	1.52404	0.00698912	202.577	141.583	172.08	0	0
2400	0.196587	0.155757	0.238	0	1.16543	0.15472	1	0	-0.803413	-0.844243	-0.84528	1.51427	1.52125	0.00697683	203.572	142.028	172.8	0	0
2410	0.198973	0.155892	0.239	0	1.16368	0.154734	1	0	-0.801027	-0.844108	-0.845266	1.51145	1.51843	0.00698395	204.334	142.706	173.52	0	0
2420	0.201369	0.156035	0.24	0	1.16193	0.154748	1	0	-0.798631	-0.843965	-0.845252	1.50862	1.51561	0.00699689	205.026	143.454	174.24	0	0
2430	0.203774	0.156185	0.241	0	1.16017	0.154762	1	0	-0.796226	-0.843815	-0.845238	1.50577	1.51278	0.00700557	205.768	144.152	174.96	0	0
2440	0.206189	0.156342	0.242	0	1.1584	0.154777	1	0	-0.793811	-0.843658	-0.845223	1.50292	1.50993	0.00700726	206.594	144.766	175.68	0	0
2450	0.208613	0.156507	0.243	0	1.15662	0.154791	1	0	-0.791387	-0.843493	-0.845209	1.50007	1.50707	0.00700448	207.475	145.325	176.4	0	0
2460	0.211047	0.156679	0.244	0	1.15483	0.154806	1	0	-0.788953	-0.843321	-0.845194	1.4972	1.5042	0.007001	208.364	145.876	177.12	0	0
2470	0.213491	0.156859	0.245	0	1.15303	0.15482	1	0	-0.786509	-0.843141	-0.84518	1.49432	1.50132	0.00699911	209.234	146.446	177.84	0	0
2480	0.215944	0.157047	0.246	0	1.15122	0.154835	1	0	-0.784056	-0.842953	-0.845165	1.49143	1.49843	0.00699909	210.082	147.038	178.56	0	0
2490	0.218406	0.157243	0.247	0	1.1494	0.15485	1	0	-0.781594	-0.842757	-0.84515	1.48852	1.49552	0.00700001	210.917	147.643	179.28	0	0
2500	0.220877	0.157447	0.248	0	1.14757	0.154865	1	0	-0.779123	-0.842553	-0.845135	1.48561	1.49261	0.00700087	211.754	148.246	180	0	0
2510	0.223358	0.157659	0.249	0	1.14574	0.15488	1	0	-0.776642	-0.842341	-0.84512	1.48268	1.48968	0.0070012	212.597	148.843	180.72	0	0
2520	0.225849	0.157879	0.25	0	1.14389	0.154895	1	0	-0.774151	-0.842121	-0.845105	1.47974	1.48674	0.00700106	213.446	149.434	181.44	0	0
2530	0.228348	0.158107	0.251	0	1.14203	0.15491	1	0	-0.771652	-0.841893	-0.84509	1.47679	1.48379	0.00700076	214.296	150.024	182.16	0	0
2540	0.230857	0.158343	0.252	0	1.14016	0.154925	1	0	-0.769143	-0.841657	-0.845075	1.47382	1.48082	0.00700054	215.146	150.614	182.88	0	0
2550	0.233375	0.158588	0.253	0	1.13828	0.15494	1	0	-0.766625	-0.841412	-0.84506	1.47085	1.47785	0.00700048	215.994	151.206	183.6	0	0
2560	0.235903	0.158842	0.254	0	1.13639	0.154956	1	0	-0.764097	-0.841158	-0.845044	1.46786	1.47486	0.00700052	216.84	151.8	184.32	0	0
2570	0.238439	0.159104	0.255	0	1.1345	0.154971	1	0	-0.761561	-0.840896	-0.845029	1.46486	1.47186	0.00700059	217.687	152.393	185.04	0	0
2580	0.240985	0.159375	0.256	0	1.13259	0.154987	1	0	-0.759015	-0.840625	-0.845013	1.46185	1.46885	0.00700061	218.533	152.987	185.76	0	0
2590	0.243539	0.159654	0.257	0	1.13067	0.155003	1	0	-0.756461	-0.840346	-0.844997	1.45883	1.46583	0.00700059	219.381	153.579	186.48	0	0
2600	0.246103	0.159942	0.258	0	1.12874	0.155019	1	0	-0.753897	-0.840058	-0.844981	1.45579	1.46279	0.00700055	220.228	154.172	187.2	0	0
2610	0.248676	0.160239	0.259	0	1.1268	0.155035	1	0	-0.751324	-0.839761	-0.844965	1.45274	1.45975	0.00700051	221.076	154.764	187.92	0	0
2620	0.251258	0.160546	0.26	0	1.12485	0.155051	1	0	-0.748742	-0.839454	-0.844949	1.44969	1.45669	0.00700049	221.923	155.357	188.64	0	0
2630	0.253849	0.160861	0.261	0	1.1229	0.155067	1	0	-0.746151	-0.839139	-0.844933	1.44662	1.45362	0.00700048	222.77	155.95	189.36	0	0
2640	0.256449	0.161186	0.262	0	1.12093	0.155083	1	0	-0.743551	-0.838814	-0.844917	1.44353	1.45054	0.00700047	223.617	156.543	190.08	0	0
2650	0.259058	0.161519	0.263	0	1.11895	0.155099	1	0	-0.740942	-0.838481	-0.844901	1.44044	1.44744	0.00700045	224.465	157.135	190.8	0	0
2660	0.261675	0.161862	0.264	0	1.11696	0.155116	1	0	-0.738325	-0.838138	-0.844884	1.43734	1.44434	0.00700044	225.312	157.728	191.52	0	0
2670	0.264302	0.162215	0.265	0	1.11496	0.155132	1	0	-0.735698	-0.837785	-0.844868	1.43422	1.44122	0.00700042	226.159	158.321	192.24	0	0
2680	0.266937	0.162577	0.266	0	1.11295	0.155149	1	0	-0.733063	-0.837423	-0.844851	1.43109	1.43809	0.0070004	227.006	158.914	192.96	0	0
2690	0.269581	0.162949	0.267	0	1.11093	0.155166	1	0	-0.730419	-0.837051	-0.844834	1.42795	1.43495	0.00700038	227.854	159.506	193.68	0	0
2700	0.272233	0.163331	0.268	0	1.1089	0.155182	1	0	-0.727767	-0.836669	-0.844818	1.4248	1.4318	0.00700036	228.701	160.099	194.4	0	0
2710	0.274895	0.163722	0.269	0	1.10686	0.155199	1	0	-0.725105	-0.836278	-0.844801	1.42163	1.42863	0.00700035	229.548	160.692	195.12	0	0
2720	0.277565	0.164123	0.27	0	1.10481	0.155216	1	0	-0.722435	-0.835877	-0.844784	1.41846	1.42546	0.00700033	230.396	161.284	195.84	0	0
2730	0.280244	0.164534	0.271	0	1.10275	0.155234	1	0	-0.719756	-0.835466	-0.844766	1.41527	1.42227	0.00700031	231.243	161.877	196.56	0	0
2740	0.282931	0.164956	0.272	0	1.10068	0.155251	1	0	-0.717069	-0.835044	-0.844749	1.41207	1.41907	0.00700029	232.09	162.47	197.28	0	0
2750	0.285626	0.165387	0.273	0	1.09859	0.155268	1	0	-0.714374	-0.834613	-0.844732	1.40886	1.41586	0.00700027	232.937	163.063	198	0	0
2760	0.288331	0.165829	0.274	0	1.0965	0.155286	1	0	-0.711669	-0.834171	-0.844714	1.40563	1.41264	0.00700026	233.785	163.655	198.72	0	0
2770	0.291043	0.166281	0.275	0	1.0944	0.155303	1	0	-0.708957	-0.833719	-0.844697	1.4024	1.4094	0.00700024	234.632	164.248	199.44	0	0
2780	0.293764	0.166744	0.276	0	1.09228	0.155321	1	0	-0.706236	-0.833256	-0.844679	1.39915	1.40615	0.00700022	235.479	164.841	200.16	0	0
2790	0.296493	0.167217	0.277	0	1.09016	0.155339	1	0	-0.703507	-0.832783	-0.844661	1.39589	1.40289	0.0070002	236.327	165.433	200.88	0	0
2800	0.299231	0.167701	0.278	0	1.08803	0.155357	1	0	-0.700769	-0.832299	-0.844643	1.39262	1.39962	0.00700018	237.174	166.026	201.6	0	0
2810	0.301977	0.168195	0.279	0	1.08588	0.155375	1	0	-0.698023	-0.831805	-0.844625	1.38934	1.39634	0.00700017	238.021	166.619	202.32	0	0
2820	0.304731	0.1687	0.28	0	1.08372	0.155393	1	0	-0.695269	-0.8313	-0.844607	1.38605	1.39305	0.00700015	238.869	167.211	203.04	0	0
2830	0.307493	0.169217	0.281	0	1.08156	0.155411	1	0	-0.692507	-0.830783	-0.844589	1.38274	1.38974	0.00700013	239.716	167.804	203.76	0	0
2840	0.310263	0.169744	0.282	0	1.07938	0.15543	1	0	-0.689737	-0.830256	-0.84457	1.37943	1.38643	0.00700011	240.563	168.397	204.48	0	0
2850	0.313042	0.170282	0.283	0	1.07719	0.155448	1	0	-0.686958	-0.829718	-0.844552	1.3761	1.3831	0.00700009	241.41	168.99	205.2	0	0
2860	0.315828	0.170832	0.284	0	1.07499	0.155467	1	0	-0.684172	-0.829168	-0.844533	1.37276	1.37976	0.00700007	242.258	169.582	205.92	0	0
2870	0.318622	0.171392	0.285	0	1.07278	0.155486	1	0	-0.681378	-0.828608	-0.844514	1.3694	1.3764	0.00700005	243.105	170.175	206.64	0	0
2880	0.321424	0.171964	0.286	0	1.07056	0.155505	1	0	-0.678576	-0.828036	-0.844495	1.36604	1.37304	0.00700004	243.952	170.768	207.36	0	0
2890	0.324234	0.172548	0.287	0	1.06833	0.155524	1	0	-0.675766	-0.827452	-0.844476	1.36266	1.36966	0.00700002	244.8	171.36	208.08	0	0
2900	0.327052	0.173143	0.288	0	1.06609	0.155543	1	0	-0.672948	-0.826857	-0.844457	1.35927	1.36627	0.007	245.647	171.953	208.8	0	0
2910	0.329878	0.17375	0.289	0	1.06384	0.155562	1	0	-0.670122	-0.82625	-0.844438	1.35587	1.36287	0.00699998	246.494	172.546	209.52	0	0
2920	0.332711	0.174368	0.29	0	1.06158	0.155581	1	0	-0.667289	-0.825632	-0.844419	1.35246	1.35946	0.00699996	247.342	173.138	210.24	0	0
2930	0.335552	0.174999	0.291	0	1.0593	0.155601	1	0	-0.664448	-0.825001	-0.844399	1.34904	1.35604	0.00699994	248.189	173.731	210.96	0	0
2940	0.338401	0.175641	0.292	0	1.05702	0.155621	1	0	-0.661599	-0.824359	-0.844379	1.3456	1.3526	0.00699992	249.036	174.324	211.68	0	0
2950	0.341257	0.176295	0.293	0	1.05472	0.15564	1	0	-0.658743	-0.823705	-0.84436	1.34216	1.34916	0.0069999	249.884	174.916	212.4	0	0
2960	0.34412	0.176961	0.294	0	1.05241	0.15566	1	0	-0.65588	-0.823039	-0.84434	1.3387	1.3457	0.00699988	250.731	175.509	213.12	0	0
2970	0.346991	0.17764	0.295	0	1.05009	0.15568	1	0	-0.653009	-0.82236	-0.84432	1.33523	1.34223	0.00699986	251.578	176.102	213.84	0	0
2980	0.349869	0.178331	0.296	0	1.04776	0.1557	1	0	-0.650131	-0.821669	-0.8443	1.33174	1.33874	0.00699984	252.426	176.694	214.56	0	0
2990	0.352755	0.179034	0.297	0	1.04542	0.155721	1	0	-0.647245	-0.820966	-0.844279	1.32825	1.33525	0.00699983	253.273	177.287	215.28	0	0
3000	0.355648	0.17975	0.298	0	1.04307	0.155741	1	0	-0.644352	-0.82025	-0.844259	1.32474	1.33174	0.00699981	253.273	177.287	215.28	0	0
3010	0.358543	0.180477	0.2985	0	1.04071	0.155762	1	0	-0.641457	-0.819523	-0.844238	1.32123	1.32823	0.0069998	253.274	177.286	215.28	0	0
3020	0.361438	0.181215	0.29875	0	1.03835	0.155782	1	0	-0.638562	-0.818785	-0.844218	1.31772	1.32472	0.0069998	253.274	177.286	215.28	0	0
3030	0.364331	0.181963	0.298875	0	1.03598	0.155803	1	0	-0.635669	-0.818037	-0.844197	1.3142	1.3212	0.00699981	253.273	177.287	215.28	0	0
3040	0.367223	0.182722	0.298938	0	1.03361	0.155824	1	0	-0.632777	-0.817278	-0.844176	1.31068	1.31768	0.00699981	253.273	177.287	215.28	0	0
3050	0.370112	0.183491	0.298969	0	1.03124	0.155845	1	0	-0.629888	-0.816509	-0.844155	1.30716	1.31416	0.00699981	253.273	177.287	215.28	0	0
3060	0.372998	0.18427	0.298984	0	1.02886	0.155866	1	0	-0.627002	-0.81573	-0.844134	1.30365	1.31065	0.00699981	253.273	177.287	215.28	0	0
3070	0.375882	0.185059	0.298992	0	1.02648	0.155887	1	0	-0.624118	-0.814941	-0.844113	1.30013	1.30713	0.00699981	253.273	177.287	215.28	0	0
3080	0.378763	0.185859	0.298996	0	1.02409	0.155908	1	0	-0.621237	-0.814141	-0.844092	1.29661	1.30361	0.00699981	253.273	177.287	215.28	0	0
3090	0.381642	0.186668	0.298998	0	1.0217	0.15593	1	0	-0.618358	-0.813332	-0.84407	1.29309	1.30009	0.00699981	253.273	177.287	215.28	0	0
3100	0.384517	0.187488	0.298999	0	1.01931	0.155951	1	0	-0.615483	-0.812512	-0.844049	1.28958	1.29658	0.00699981	253.273	177.287	215.28	0	0
3110	0.38739	0.188318	0.299	0	1.01692	0.155973	1	0	-0.61261	-0.811682	-0.844027	1.28606	1.29306	0.00699981	253.273	177.287	215.28	0	0
3120	0.390259	0.189158	0.299	0	1.01452	0.155994	1	0	-0.609741	-0.810842	-0.844006	1.28254	1.28954	0.00699981	253.273	177.287	215.28	0	0
3130	0.393126	0.190008	0.299	0	1.01212	0.156016	1	0	-0.606874	-0.809992	-0.843984	1.27902	1.28602	0.00699981	253.273	177.287	215.28	0	0
3140	0.395989	0.190868	0.299	0	1.00971	0.156038	1	0	-0.604011	-0.809132	-0.843962	1.2755	1.2825	0.00699981	253.273	177.287	215.28	0	0
3150	0.39885	0.191738	0.299	0	1.00731	0.15606	1	0	-0.60115	-0.808262	-0.84394	1.27199	1.27899	0.00699981	253.273	177.287	215.28	0	0
3160	0.401707	0.192618	0.299	0	1.0049	0.156082	1	0	-0.598293	-0.807382	-0.843918	1.26847	1.27547	0.00699981	253.273	177.287	215.28	0	0
3170	0.404562	0.193508	0.299	0	1.00248	0.156104	1	0	-0.595438	-0.806492	-0.843896	1.26495	1.27195	0.00699981	253.273	177.287	215.28	0	0
3180	0.407413	0.194409	0.299	0	1.00007	0.156126	1	0	-0.592587	-0.805591	-0.843874	1.26143	1.26843	0.00699981	253.273	177.287	215.28	0	0
3190	0.410261	0.195319	0.299	0	0.997649	0.156149	1	0	-0.589739	-0.804681	-0.843851	1.25791	1.26491	0.00699981	253.273	177.287	215.28	0	0
3200	0.413106	0.196239	0.299	0	0.995227	0.156171	1	0	-0.586894	-0.803761	-0.843829	1.2544	1.2614	0.00699981	253.273	177.287	215.28	0	0
3210	0.415948	0.197169	0.299	0	0.992801	0.156194	1	0	-0.584052	-0.802831	-0.843806	1.25088	1.25788	0.00699981	253.273	177.287	215.28	0	0
3220	0.418786	0.19811	0.299	0	0.990373	0.156217	1	0	-0.581214	-0.80189	-0.843783	1.24736	1.25436	0.00699981	253.273	177.287	215.28	0	0
3230	0.421621	0.19906	0.299	0	0.987941	0.156239	1	0	-0.578379	-0.80094	-0.843761	1.24384	1.25084	0.00699981	253.273	177.287	215.28	0	0
3240	0.424452	0.20002	0.299	0	0.985506	0.156262	1	0	-0.575548	-0.79998	-0.843738	1.24033	1.24733	0.00699981	253.273	177.287	215.28	0	0
3250	0.427281	0.200991	0.299	0	0.983068	0.156285	1	0	-0.572719	-0.799009	-0.843715	1.23681	1.24381	0.00699981	253.273	177.287	215.28	0	0
3260	0.430105	0.201971	0.299	0	0.980628	0.156308	1	0	-0.569895	-0.798029	-0.843692	1.23329	1.24029	0.00699981	253.273	177.287	215.28	0	0
3270	0.432927	0.202961	0.299	0	0.978184	0.156332	1	0	-0.567073	-0.797039	-0.843668	1.22977	1.23677	0.00699981	253.273	177.287	215.28	0	0
3280	0.435745	0.203961	0.299	0	0.975737	0.156355	1	0	-0.564255	-0.796039	-0.843645	1.22625	1.23325	0.00699981	253.273	177.287	215.28	0	0
3290	0.438559	0.204971	0.299	0	0.973287	0.156379	1	0	-0.561441	-0.795029	-0.843621	1.22274	1.22974	0.00699981	253.273	177.287	215.28	0	0
3300	0.44137	0.205991	0.299	0	0.970834	0.156402	1	0	-0.55863	-0.794009	-0.843598	1.21922	1.22622	0.00699981	253.273	177.287	215.28	0	0
3310	0.444177	0.20702	0.299	0	0.968378	0.156426	1	0	-0.555823	-0.79298	-0.843574	1.2157	1.2227	0.00699981	253.273	177.287	215.28	0	0
3320	0.44698	0.20806	0.299	0	0.965919	0.15645	1	0	-0.55302	-0.79194	-0.84355	1.21218	1.21918	0.00699981	253.273	177.287	215.28	0	0
3330	0.44978	0.209109	0.299	0	0.963457	0.156474	1	0	-0.55022	-0.790891	-0.843526	1.20866	1.21566	0.00699981	253.273	177.287	215.28	0	0
3340	0.452576	0.210169	0.299	0	0.960993	0.156498	1	0	-0.547424	-0.789831	-0.843502	1.20515	1.21215	0.00699981	253.273	177.287	215.28	0	0
3350	0.455368	0.211238	0.299	0	0.958525	0.156522	1	0	-0.544632	-0.788762	-0.843478	1.20163	1.20863	0.00699981	253.273	177.287	215.28	0	0
3360	0.458157	0.212317	0.299	0	0.956054	0.156546	1	0	-0.541843	-0.787683	-0.843454	1.19811	1.20511	0.00699981	253.273	177.287	215.28	0	0
3370	0.460942	0.213405	0.299	0	0.95358	0.156571	1	0	-0.539058	-0.786595	-0.843429	1.19459	1.20159	0.00699981	253.273	177.287	215.28	0	0
3380	0.463723	0.214504	0.299	0	0.951103	0.156595	1	0	-0.536277	-0.785496	-0.843405	1.19107	1.19807	0.00699981	253.273	177.287	215.28	0	0
3390	0.4665	0.215612	0.299	0	0.948624	0.15662	1	0	-0.5335	-0.784388	-0.84338	1.18756	1.19456	0.00699981	253.273	177.287	215.28	0	0
3400	0.469273	0.21673	0.299	0	0.946141	0.156645	1	0	-0.530727	-0.78327	-0.843355	1.18404	1.19104	0.00699981	253.273	177.287	215.28	0	0
3410	0.472042	0.217858	0.299	0	0.943656	0.15667	1	0	-0.527958	-0.782142	-0.84333	1.18052	1.18752	0.00699981	253.273	177.287	215.28	0	0
3420	0.474807	0.218995	0.299	0	0.941167	0.156695	1	0	-0.525193	-0.781005	-0.843305	1.177	1.184	0.00699981	253.273	177.287	215.28	0	0
3430	0.477568	0.220143	0.299	0	0.938676	0.15672	1	0	-0.522432	-0.779857	-0.84328	1.17349	1.18049	0.00699981	253.273	177.287	215.28	0	0
3440	0.480325	0.2213	0.299	0	0.936182	0.156746	1	0	-0.519675	-0.7787	-0.843254	1.16997	1.17697	0.00699981	253.273	177.287	215.28	0	0
3450	0.483078	0.222466	0.299	0	0.933685	0.156771	1	0	-0.516922	-0.777534	-0.843229	1.16645	1.17345	0.00699981	253.273	177.287	215.28	0	0
3460	0.485827	0.223643	0.299	0	0.931185	0.156797	1	0	-0.514173	-0.776357	-0.843203	1.16293	1.16993	0.00699981	253.273	177.287	215.28	0	0
3470	0.488572	0.224829	0.299	0	0.928682	0.156822	1	0	-0.511428	-0.775171	-0.843178	1.15941	1.16641	0.00699981	253.273	177.287	215.28	0	0
3480	0.491312	0.226024	0.299	0	0.926176	0.156848	1	0	-0.508688	-0.773976	-0.843152	1.1559	1.1629	0.00699981	253.273	177.287	215.28	0	0
3490	0.494049	0.227229	0.299	0	0.923667	0.156874	1	0	-0.505951	-0.772771	-0.843126	1.15238	1.15938	0.00699981	253.273	177.287	215.28	0	0
3500	0.496781	0.228444	0.299	0	0.921156	0.156901	1	0	-0.503219	-0.771556	-0.843099	1.14886	1.15586	0.00699981	253.273	177.287	215.28	0	0
3510	0.499509	0.229669	0.299	0	0.918641	0.156927	1	0	-0.500491	-0.770331	-0.843073	1.14534	1.15234	0.00699981	253.273	177.287	215.28	0	0
3520	0.502232	0.230903	0.299	0	0.916124	0.156953	1	0	-0.497768	-0.769097	-0.843047	1.14182	1.14882	0.00699981	253.273	177.287	215.28	0	0
3530	0.504951	0.232147	0.299	0	0.913604	0.15698	1	0	-0.495049	-0.767853	-0.84302	1.13831	1.14531	0.00699981	253.273	177.287	215.28	0	0
3540	0.507666	0.2334	0.299	0	0.911081	0.157007	1	0	-0.492334	-0.7666	-0.842993	1.13479	1.14179	0.00699981	253.273	177.287	215.28	0	0
3550	0.510376	0.234662	0.299	0	0.908556	0.157034	1	0	-0.489624	-0.765338	-0.842966	1.13127	1.13827	0.00699981	253.273	177.287	215.28	0	0
3560	0.513082	0.235935	0.299	0	0.906027	0.157061	1	0	-0.486918	-0.764065	-0.842939	1.12775	1.13475	0.00699981	253.273	177.287	215.28	0	0
3570	0.515783	0.237217	0.299	0	0.903496	0.157088	1	0	-0.484217	-0.762783	-0.842912	1.12423	1.13123	0.00699981	253.273	177.287	215.28	0	0
3580	0.51848	0.238508	0.299	0	0.900962	0.157115	1	0	-0.48152	-0.761492	-0.842885	1.12072	1.12772	0.00699981	253.273	177.287	215.28	0	0
